"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000100519",8.45028707405641e-11,1.5732983397454,0.034,0.008,9.47530689613946e-07
"ENSG00000163406",8.8146720043686e-11,-2.03125710075536,0.011,0.035,9.88389171849851e-07
"ENSG00000146701",9.14740937880085e-11,1.73345556493889,0.027,0.004,1.02569901364494e-06
"ENSG00000153551",9.1881203926643e-11,2.850871454598,0.024,0.003,1.03026393962945e-06
"ENSG00000143153",9.5797953047629e-11,0.359974442467455,0.125,0.071,1.07418244752306e-06
"ENSG00000130340",9.76595806821433e-11,0.912632443112555,0.033,0.008,1.09505687818887e-06
"ENSG00000273837",1.01630326097204e-10,8.11978669265192,0.018,0,1.13958084652795e-06
"ENSG00000185650",1.0239897118806e-10,0.199012473566711,0.515,0.401,1.14819966393172e-06
"ENSG00000234741",1.04863756790068e-10,0.918471788844485,0.062,0.025,1.17583730488704e-06
"ENSG00000100603",1.06054712406731e-10,1.49801021244116,0.036,0.009,1.18919149021668e-06
"ENSG00000110324",1.13926430435117e-10,0.864236912433513,0.057,0.022,1.27745706446896e-06
"ENSG00000089060",1.15547354018131e-10,1.70845155880899,0.022,0.002,1.2956324806053e-06
"ENSG00000124788",1.18516253394029e-10,1.24299669704869,0.046,0.015,1.32892274930725e-06
"ENSG00000068697",1.21384738138779e-10,0.479538642068553,0.104,0.056,1.36108706875013e-06
"ENSG00000174748",1.22191387074549e-10,0.206698628019555,0.233,0.161,1.37013202326691e-06
"ENSG00000097033",1.2298398557054e-10,0.80177308867407,0.057,0.022,1.37901943020246e-06
"ENSG00000113719",1.24724110677236e-10,4.47647195345247,0.02,0.001,1.39853145302384e-06
"ENSG00000116030",1.27649684159084e-10,0.815414281542423,0.087,0.043,1.43133590847581e-06
"ENSG00000129534",1.28621956508626e-10,-0.887622897032388,0.074,0.122,1.44223799833122e-06
"ENSG00000214391",1.31176234536247e-10,0.482645570964802,0.121,0.069,1.47087911785494e-06
"ENSG00000118200",1.31540846910352e-10,-3.35319104147164,0.006,0.025,1.47496751640578e-06
"ENSG00000057608",1.33376851868913e-10,0.36523269990805,0.131,0.076,1.49555464000612e-06
"ENSG00000172590",1.3672116600479e-10,3.13575344105698,0.026,0.004,1.53305443441171e-06
"ENSG00000099795",1.3692339550544e-10,2.21719397382139,0.034,0.008,1.5353220338025e-06
"ENSG00000117862",1.38382274201233e-10,2.09891103536717,0.035,0.008,1.55168044061843e-06
"ENSG00000092820",1.40350614183959e-10,-0.172950714394588,0.109,0.058,1.57375143684473e-06
"ENSG00000169230",1.40950634057669e-10,5.98358230905361,0.017,0,1.58047945968864e-06
"ENSG00000123104",1.41635698933831e-10,-0.584409696554903,0.182,0.248,1.58816109214505e-06
"ENSG00000149485",1.47628342119726e-10,2.77359699023123,0.026,0.004,1.65535660018849e-06
"ENSG00000162695",1.48234514727189e-10,0.310173989683452,0.142,0.086,1.66215361363597e-06
"ENSG00000112701",1.52537340909249e-10,-1.50561384214069,0.028,0.061,1.71040120361541e-06
"ENSG00000130332",1.58930278186005e-10,1.8192908213244,0.039,0.011,1.78208520929967e-06
"ENSG00000196369",1.62231406804956e-10,-0.380118052548378,0.733,0.722,1.81910076450397e-06
"ENSG00000232573",1.64608348810329e-10,0.131144508673375,0.255,0.18,1.84575341521022e-06
"ENSG00000235174",1.73113234300356e-10,0.869854257667897,0.075,0.035,1.94111869620989e-06
"ENSG00000256745",1.74026434137793e-10,1.28756879358943,0.041,0.012,1.95135840598707e-06
"ENSG00000128228",1.74311721411392e-10,1.44562360266982,0.042,0.013,1.95455733218594e-06
"ENSG00000161671",1.85245736731866e-10,1.33793949980487,0.03,0.006,2.07716044597442e-06
"ENSG00000059728",1.93593328516985e-10,4.0368657329519,0.019,0.001,2.17076199266095e-06
"ENSG00000164442",1.95590608906003e-10,7.70474919337307,0.017,0,2.19315749766301e-06
"ENSG00000129235",1.95591420777651e-10,8.16457461439876,0.017,0,2.1931666011798e-06
"ENSG00000067064",1.95592365690929e-10,8.32537082630181,0.017,0,2.19317719649238e-06
"ENSG00000141959",1.95592529430834e-10,8.17399376673115,0.017,0,2.19317903250794e-06
"ENSG00000140307",1.96487308407327e-10,2.72555036685354,0.019,0.001,2.20321218917136e-06
"ENSG00000110876",2.00813439716467e-10,-1.19326304625835,0.067,0.112,2.25172109954074e-06
"ENSG00000111859",2.07277947000871e-10,1.77084827342435,0.048,0.017,2.32420761972076e-06
"ENSG00000228847",2.17417858877575e-10,2.6230513749425,0.021,0.002,2.43790645159425e-06
"ENSG00000164106",2.20907568528944e-10,-2.24142355172042,0.015,0.042,2.47703656591505e-06
"ENSG00000159216",2.21528504557935e-10,0.212203769569076,0.13,0.077,2.48399912160812e-06
"ENSG00000138756",2.25792655920623e-10,-1.00845349134189,0.156,0.215,2.53181305083795e-06
"ENSG00000049239",2.34826730697917e-10,-1.27295568193704,0.018,0.045,2.63311213131575e-06
"ENSG00000170160",2.35658438068551e-10,-3.9660919878585,0.004,0.02,2.64243806606266e-06
"ENSG00000213750",2.37153945099173e-10,0.385795767974865,0.128,0.074,2.65920718639702e-06
"ENSG00000165775",2.38193587481921e-10,5.15064765635668,0.02,0.001,2.67086469643478e-06
"ENSG00000128272",2.3839115676352e-10,1.14686993067968,0.042,0.013,2.67308004078935e-06
"ENSG00000133706",2.44855944143439e-10,0.622276654714741,0.083,0.041,2.74556970168038e-06
"ENSG00000204388",2.4538591083895e-10,-0.746911375600115,0.764,0.68,2.75151221823715e-06
"ENSG00000065518",2.49922775933626e-10,1.05255539967543,0.045,0.015,2.80238408654374e-06
"ENSG00000233380",2.64707550570599e-10,0.854424585872311,0.069,0.031,2.96816576454812e-06
"ENSG00000210127",2.71321670051735e-10,6.2561081638647,0.017,0,3.04232988629011e-06
"ENSG00000144655",2.71344981645795e-10,8.17711986771787,0.017,0,3.0425912791943e-06
"ENSG00000237541",2.73432844214667e-10,-6.01447917658281,0.001,0.012,3.06600248217906e-06
"ENSG00000232956",2.77372356311731e-10,2.16408991926875,0.025,0.004,3.11017623132344e-06
"ENSG00000176533",2.92101915116988e-10,0.642853016157981,0.058,0.023,3.27533877420679e-06
"ENSG00000100216",2.98776927474843e-10,0.233557061908402,0.111,0.062,3.35018568777542e-06
"ENSG00000235297",3.20984339166871e-10,0.701414193964792,0.059,0.024,3.59919739507812e-06
"ENSG00000161547",3.27622169693531e-10,0.508087853118748,0.144,0.089,3.67362738877357e-06
"ENSG00000181631",3.41517762611494e-10,-1.02824024039125,0.061,0.105,3.82943867216268e-06
"ENSG00000169490",3.50260425747502e-10,3.42410477988717,0.022,0.002,3.92747015390675e-06
"ENSG00000015475",3.58280823055652e-10,1.44349692716392,0.04,0.012,4.01740286892303e-06
"ENSG00000166226",3.61513620503484e-10,0.734562067644967,0.031,0.007,4.05365222670556e-06
"ENSG00000258581",3.76315817180076e-10,5.70041025764874,0.016,0,4.2196292580402e-06
"ENSG00000210144",3.76382812699923e-10,6.4852421630802,0.016,0,4.22038047880424e-06
"ENSG00000135766",3.76436181806248e-10,8.67188455946745,0.016,0,4.22097890659346e-06
"ENSG00000279392",3.76437468684039e-10,7.0258105444429,0.016,0,4.22099333635413e-06
"ENSG00000125356",3.81908995325207e-10,0.523181529721618,0.066,0.029,4.28234556458154e-06
"ENSG00000147123",4.02816595527573e-10,3.25428772824033,0.02,0.002,4.51678248565068e-06
"ENSG00000084623",4.08320905232764e-10,2.16813108449061,0.031,0.007,4.57850231037499e-06
"ENSG00000109519",4.18700574665146e-10,3.06580027577159,0.02,0.002,4.69488954372028e-06
"ENSG00000183208",4.34312394161034e-10,1.89901801379513,0.029,0.006,4.86994487572768e-06
"ENSG00000143669",4.36437976044688e-10,-1.60978586614245,0.025,0.056,4.89377902538909e-06
"ENSG00000137154",4.80288488731875e-10,0.159399148311804,0.37,0.286,5.38547482415051e-06
"ENSG00000160888",4.83880650502122e-10,1.77749764431587,0.019,0.001,5.42575373408029e-06
"ENSG00000004961",4.9458655241919e-10,1.94214206525364,0.042,0.014,5.54579901227637e-06
"ENSG00000113068",5.05871394606485e-10,1.68462054739491,0.021,0.002,5.67233594772251e-06
"ENSG00000271009",5.19596310449936e-10,-1.13299410464113,0.037,0.072,5.82623342907513e-06
"ENSG00000224908",5.22191904989251e-10,6.2561081638647,0.016,0,5.85533783064447e-06
"ENSG00000123689",5.22238095787707e-10,8.48018893535392,0.016,0,5.85585576806756e-06
"ENSG00000164691",5.22247742486438e-10,8.25018332990759,0.016,0,5.85596393650043e-06
"ENSG00000169689",5.22252734419951e-10,8.86646744165134,0.016,0,5.85601991105091e-06
"ENSG00000132792",5.26075590618662e-10,2.81117097344849,0.025,0.004,5.89888559760706e-06
"ENSG00000224011",5.31099860774649e-10,1.1636197563052,0.041,0.013,5.95522273886614e-06
"ENSG00000149100",5.39378723024594e-10,2.22733874334128,0.03,0.007,6.04805362127478e-06
"ENSG00000174695",5.40799592675264e-10,3.69847764511474,0.022,0.003,6.06398583266774e-06
"ENSG00000112033",5.47397127958299e-10,3.90279965433756,0.02,0.002,6.13796399579641e-06
"ENSG00000082515",5.51101420839032e-10,4.07820174217134,0.02,0.002,6.17950023186806e-06
"ENSG00000109320",5.61089958140147e-10,3.95702656247101,0.02,0.002,6.29150170062546e-06
"ENSG00000168769",5.75235199771933e-10,0.629250284412987,0.05,0.019,6.45011229504269e-06
"ENSG00000240065",5.80743573940689e-10,1.66456100981025,0.029,0.006,6.51187769459694e-06
"ENSG00000196262",5.85774333032501e-10,0.31074939434642,0.15,0.094,6.56828759629344e-06
"ENSG00000235013",5.87053003251254e-10,1.32537082630181,0.036,0.01,6.58262532545631e-06
"ENSG00000233276",5.87648150144624e-10,0.37717528303681,0.238,0.17,6.58929870757167e-06
"ENSG00000157741",5.95523640791069e-10,-1.18631868568203,0.042,0.079,6.67760658419026e-06
"ENSG00000138095",5.97630523544178e-10,1.04471900699297,0.046,0.016,6.70123106050086e-06
"ENSG00000140990",6.56204643834203e-10,2.76411258617192,0.024,0.003,7.35802267131292e-06
"ENSG00000153201",7.23897245014034e-10,0.490577629559396,0.16,0.103,8.11705980834237e-06
"ENSG00000249244",7.24529195638145e-10,6.64729892118917,0.016,0,8.12414587069052e-06
"ENSG00000213073",7.31646371407912e-10,5.51519538518183,0.017,0,8.20395076259691e-06
"ENSG00000162910",7.36619143208321e-10,5.04833356106904,0.017,0,8.2597104527949e-06
"ENSG00000254999",7.44662684958859e-10,1.13575344105698,0.042,0.014,8.34990268644369e-06
"ENSG00000100243",7.54250401668235e-10,4.80002318187788,0.02,0.002,8.45740975390592e-06
"ENSG00000084072",7.74502601104711e-10,2.4833726603683,0.025,0.004,8.68449766618712e-06
"ENSG00000014641",8.22930498161846e-10,1.4074719065167,0.033,0.008,9.22751967588878e-06
"ENSG00000149131",8.33469316770864e-10,1.67680291549926,0.028,0.006,9.3456914489517e-06
"ENSG00000132965",8.82636576053628e-10,0.201398233281864,0.231,0.161,9.89700392728933e-06
"ENSG00000170027",8.90690838626295e-10,0.762295045529539,0.057,0.023,9.98731637351664e-06
"ENSG00000122218",9.15306670921146e-10,0.584757455120461,0.051,0.02,1.02633337010388e-05
"ENSG00000080822",9.25532852024623e-10,1.30045319409748,0.033,0.008,1.03779998697521e-05
"ENSG00000240463",9.27826694339277e-10,0.164689489080187,0.244,0.172,1.04037207236263e-05
"ENSG00000265241",9.33756842026021e-10,1.37965469564573,0.045,0.016,1.04702154696378e-05
"ENSG00000169738",1.00520509340028e-09,8.07356367589127,0.016,0,1.12713647122974e-05
"ENSG00000100422",1.00521633384196e-09,8.21411407520007,0.016,0,1.12714907513699e-05
"ENSG00000108840",1.00521982348719e-09,7.78069804660637,0.016,0,1.12715298807618e-05
"ENSG00000117481",1.00523185320173e-09,8.42865863471383,0.016,0,1.1271664769951e-05
"ENSG00000196976",1.00523294044177e-09,8.39951228905432,0.016,0,1.12716769611736e-05
"ENSG00000165476",1.02981180217018e-09,0.970467510599128,0.059,0.025,1.15472797377343e-05
"ENSG00000135047",1.03209575918738e-09,0.908639028483092,0.05,0.019,1.1572889747768e-05
"ENSG00000262074",1.04893811571962e-09,1.23500679864915,0.025,0.004,1.17617430915641e-05
"ENSG00000071859",1.05259770533772e-09,1.22300910867213,0.025,0.004,1.18027780699518e-05
"ENSG00000178458",1.0594295800207e-09,1.27010680743962,0.044,0.015,1.18793838807721e-05
"ENSG00000173674",1.06263607097638e-09,0.542636559817373,0.068,0.032,1.19153382638582e-05
"ENSG00000120314",1.06811651295128e-09,1.60886933469532,0.027,0.006,1.19767904597227e-05
"ENSG00000107263",1.07035508092864e-09,1.1813244566851,0.033,0.008,1.20018915224528e-05
"ENSG00000249119",1.07606034443897e-09,0.331712353175638,0.094,0.05,1.20658646421942e-05
"ENSG00000167770",1.09287849904324e-09,3.16782954931533,0.02,0.002,1.22544466097719e-05
"ENSG00000107443",1.10708258124547e-09,1.82013551805139,0.026,0.005,1.24137169835054e-05
"ENSG00000128951",1.12691049048736e-09,1.5903965299547,0.027,0.006,1.26360473298348e-05
"ENSG00000151135",1.13812470752617e-09,1.18688605703146,0.044,0.015,1.2761792345491e-05
"ENSG00000170043",1.13898081069427e-09,1.36922511589124,0.028,0.006,1.27713918303148e-05
"ENSG00000164124",1.22934214599387e-09,0.599198006290438,0.108,0.061,1.37846134830293e-05
"ENSG00000114573",1.24429744313768e-09,3.50029650880249,0.019,0.001,1.39523072299028e-05
"ENSG00000134882",1.24789578380327e-09,3.0151000643609,0.023,0.003,1.39926554237861e-05
"ENSG00000172667",1.28463361623482e-09,-1.38108704326805,0.042,0.078,1.4404596738841e-05
"ENSG00000113643",1.32908337538721e-09,1.74040832558065,0.029,0.007,1.49030118882167e-05
"ENSG00000170348",1.35554098811137e-09,0.56241002360266,0.077,0.038,1.51996810996928e-05
"ENSG00000139154",1.37371347632268e-09,0.57137580486021,0.066,0.031,1.54034492100062e-05
"ENSG00000127616",1.39467511354472e-09,8.33659808172507,0.015,0,1.56384920481769e-05
"ENSG00000089048",1.45135811002616e-09,0.590697043643595,0.038,0.012,1.62740784877233e-05
"ENSG00000146070",1.47975397628218e-09,4.08878240077182,0.019,0.002,1.65924813360521e-05
"ENSG00000213300",1.48654236902602e-09,1.7033329561035,0.025,0.004,1.66685995838888e-05
"ENSG00000166927",1.49047596449986e-09,0.345177292931046,0.222,0.156,1.67127069899369e-05
"ENSG00000165264",1.49309766639151e-09,1.78916763750051,0.025,0.005,1.6742104133248e-05
"ENSG00000124422",1.54834374411176e-09,1.59963248755886,0.019,0.002,1.73615784027251e-05
"ENSG00000126261",1.64194491758562e-09,1.75287767754287,0.022,0.003,1.84111283608875e-05
"ENSG00000213621",1.64307652733081e-09,0.91943553413022,0.067,0.031,1.84238171009604e-05
"ENSG00000162241",1.66356248479935e-09,1.57537399438655,0.032,0.008,1.86535261420551e-05
"ENSG00000198912",1.73338494434556e-09,0.82902141209096,0.058,0.025,1.94364453809468e-05
"ENSG00000111142",1.76864609238993e-09,1.19880686501814,0.057,0.024,1.98318286339683e-05
"ENSG00000163956",1.78765665111227e-09,1.32845900808938,0.041,0.014,2.00449940289219e-05
"ENSG00000005075",1.8797892856103e-09,2.19497418904614,0.024,0.004,2.10780772595483e-05
"ENSG00000120438",1.90500020574548e-09,1.67227144942064,0.028,0.006,2.13607673070241e-05
"ENSG00000072062",1.93503703509456e-09,6.92528366848894,0.015,0,2.16975702745153e-05
"ENSG00000121073",1.94518361992641e-09,1.24375706074816,0.041,0.014,2.18113439302348e-05
"ENSG00000102172",1.96830484319271e-09,1.52351570139158,0.04,0.013,2.20706022067198e-05
"ENSG00000104870",1.97836479662231e-09,0.474831725184408,0.121,0.073,2.2183404464526e-05
"ENSG00000001036",1.97984671012609e-09,2.32925774838597,0.026,0.005,2.22000211606439e-05
"ENSG00000135334",1.98700082978033e-09,1.59771689233861,0.027,0.006,2.22802403043269e-05
"ENSG00000172354",2.01523476163495e-09,1.31616070356169,0.045,0.017,2.25968273822127e-05
"ENSG00000105967",2.02906900840358e-09,-1.47592581411038,0.016,0.041,2.27519507912293e-05
"ENSG00000182287",2.04873970724003e-09,0.993283697090583,0.038,0.012,2.29725183372824e-05
"ENSG00000130706",2.08719630038274e-09,3.04699587433353,0.019,0.002,2.34037321161917e-05
"ENSG00000187164",2.13365654882254e-09,-0.840332767920839,0.102,0.151,2.39246908819471e-05
"ENSG00000070495",2.13841391053979e-09,2.85786590712883,0.022,0.003,2.39780351788827e-05
"ENSG00000152082",2.23219314578448e-09,2.60335557360158,0.022,0.003,2.50295817436814e-05
"ENSG00000123066",2.27871243401016e-09,-1.00818305824319,0.062,0.104,2.55512025225559e-05
"ENSG00000134001",2.33031595808022e-09,0.680465785124373,0.046,0.017,2.61298328379535e-05
"ENSG00000197580",2.35287837688942e-09,-3.42837935215996,0.001,0.013,2.6382825240061e-05
"ENSG00000170889",2.39131127623181e-09,0.162794304027109,0.173,0.115,2.68137733403873e-05
"ENSG00000166548",2.43231332488756e-09,1.59096093703936,0.02,0.002,2.72735293119643e-05
"ENSG00000164615",2.46286308057599e-09,2.12783939299939,0.028,0.006,2.76160837224986e-05
"ENSG00000263001",2.51184169512067e-09,-1.12827147862418,0.071,0.114,2.81652809273881e-05
"ENSG00000244405",2.51547109141458e-09,-0.823745423711627,0.198,0.255,2.82059773480317e-05
"ENSG00000275895",2.52459965770542e-09,1.1752579329842,0.053,0.022,2.83083359618508e-05
"ENSG00000101367",2.55457847509451e-09,2.46915341294189,0.027,0.006,2.86444884412348e-05
"ENSG00000279134",2.62412304369666e-09,3.39146001675958,0.017,0.001,2.94242916889707e-05
"ENSG00000128595",2.62480532351489e-09,2.51089268279514,0.025,0.005,2.94319420925725e-05
"ENSG00000171202",2.68490131314527e-09,7.84893278235882,0.015,0,3.01057984242979e-05
"ENSG00000203814",2.71190431554964e-09,1.93781406344507,0.025,0.005,3.04085830902581e-05
"ENSG00000114209",2.71247277668504e-09,2.15079732128143,0.026,0.005,3.04149572449694e-05
"ENSG00000170906",2.74463565133871e-09,0.377273853387154,0.092,0.05,3.0775599558461e-05
"ENSG00000103591",2.79206140008034e-09,1.56148610743859,0.027,0.006,3.13073844791009e-05
"ENSG00000134686",2.88581458686469e-09,0.626070427780146,0.069,0.033,3.23586389625137e-05
"ENSG00000159461",2.92767403918439e-09,-0.799991950091652,0.287,0.333,3.28280090013745e-05
"ENSG00000227063",3.27805968268758e-09,0.104024973775052,0.176,0.116,3.67568832219758e-05
"ENSG00000161016",3.33558104692425e-09,0.375317720834822,0.236,0.172,3.74018702791617e-05
"ENSG00000189223",3.35742025251977e-09,2.59907064069297,0.024,0.004,3.76467532915041e-05
"ENSG00000100731",3.36145684151971e-09,2.652099907453,0.02,0.002,3.76920155639605e-05
"ENSG00000008952",3.37289355068105e-09,0.401400556591486,0.153,0.099,3.78202553837866e-05
"ENSG00000172216",3.66897381225043e-09,0.48006060352993,0.167,0.112,4.1140203356764e-05
"ENSG00000197136",3.67342360493657e-09,-1.09087243572243,0.032,0.064,4.11900988821537e-05
"ENSG00000273802",3.70576556686436e-09,2.09100401990225,0.034,0.01,4.15527493012501e-05
"ENSG00000174953",3.72318030059368e-09,0.657370131658068,0.068,0.033,4.1748020710557e-05
"ENSG00000124731",3.72554767502351e-09,7.6829228309199,0.015,0,4.17745660800386e-05
"ENSG00000214113",3.72556321471839e-09,8.09686029580241,0.015,0,4.17747403266373e-05
"ENSG00000118939",3.72556405997541e-09,7.97282925275673,0.015,0,4.17747498045042e-05
"ENSG00000132589",3.83559103777649e-09,4.30646236375175,0.019,0.002,4.30084823065878e-05
"ENSG00000230037",4.0255798017514e-09,0.501527781455638,0.054,0.022,4.51388263170385e-05
"ENSG00000157107",4.07963255891072e-09,-1.97622886288119,0.005,0.02,4.57449198830659e-05
"ENSG00000227018",4.09476150527401e-09,-2.58716633244785,0.003,0.017,4.59145607586375e-05
"ENSG00000010256",4.1793307008996e-09,3.02728947336882,0.027,0.006,4.68628351491872e-05
"ENSG00000213445",4.1907318878447e-09,-2.20479920157897,0.01,0.03,4.69906766584026e-05
"ENSG00000144029",4.39490875728354e-09,1.32865590181811,0.033,0.009,4.92801118954204e-05
"ENSG00000210107",4.47061847374237e-09,1.08436272679802,0.054,0.023,5.01290449460732e-05
"ENSG00000105373",4.48749906858098e-09,1.11113888615127,0.04,0.014,5.03183270559985e-05
"ENSG00000167552",4.49421639152395e-09,0.515971364659422,0.164,0.109,5.03936483981581e-05
"ENSG00000129562",4.49463006322122e-09,0.767186090319307,0.066,0.031,5.03982868988995e-05
"ENSG00000239917",4.57971848691807e-09,3.0258105444429,0.018,0.001,5.13523833938123e-05
"ENSG00000204574",4.58837455882842e-09,1.69934566895877,0.028,0.006,5.14494439281431e-05
"ENSG00000185164",4.68214546363439e-09,1.32537082630181,0.019,0.002,5.25008970837325e-05
"ENSG00000111640",4.78635299744942e-09,0.73690238207912,0.049,0.019,5.36693761604004e-05
"ENSG00000130255",4.94492518353093e-09,0.558917979815611,0.154,0.103,5.54474460829323e-05
"ENSG00000213024",5.0554654495149e-09,1.34737944723557,0.037,0.012,5.66869340854106e-05
"ENSG00000224543",5.16915629436291e-09,5.64729892118917,0.014,0,5.79617495286913e-05
"ENSG00000137801",5.16956567332182e-09,7.82521671338502,0.014,0,5.79663398949576e-05
"ENSG00000130520",5.17585381091886e-09,1.27044461579822,0.026,0.006,5.80368487818332e-05
"ENSG00000114353",5.23868020825123e-09,0.336091539420698,0.153,0.1,5.87413211751211e-05
"ENSG00000198231",5.32148750571111e-09,0.820501916793902,0.042,0.015,5.96698394015387e-05
"ENSG00000160201",5.33788026402744e-09,1.01678426865361,0.05,0.021,5.98536514005397e-05
"ENSG00000165678",5.48254751581921e-09,0.989835678062421,0.047,0.018,6.14758052948808e-05
"ENSG00000196954",5.50553231920758e-09,0.648190574518477,0.081,0.043,6.17335338952746e-05
"ENSG00000116918",5.56246838573219e-09,0.971913407389383,0.048,0.019,6.2371958009215e-05
"ENSG00000122574",5.6113225672209e-09,0.99984841348653,0.04,0.014,6.2919759946248e-05
"ENSG00000017260",5.7408235708178e-09,-1.51294401178724,0.034,0.065,6.437185469958e-05
"ENSG00000189306",6.01212134783370e-09,2.62402914186633,0.022,0.003,6.74139166732592e-05
"ENSG00000170860",6.10710526698893e-09,1.551113042378,0.038,0.013,6.84789713587468e-05
"ENSG00000109332",6.15679450804853e-09,-0.124886286039876,0.134,0.083,6.90361368187481e-05
"ENSG00000110172",6.2339340002747e-09,-1.3654322637239,0.075,0.117,6.99011019450803e-05
"ENSG00000182718",6.31934474324104e-09,2.43362371695383,0.023,0.004,7.08588126059618e-05
"ENSG00000169976",6.37389713122526e-09,1.99297722117511,0.026,0.006,7.14705085324289e-05
"ENSG00000163961",6.54691469561554e-09,1.91854447634221,0.023,0.004,7.34105544819371e-05
"ENSG00000226360",6.83737718597454e-09,0.149299972894931,0.151,0.097,7.66675103863325e-05
"ENSG00000173334",6.87353671971695e-09,1.41040693015761,0.035,0.011,7.70729672381862e-05
"ENSG00000198818",6.98983298453927e-09,1.31961921054742,0.041,0.014,7.83769972556388e-05
"ENSG00000189241",7.07965223907209e-09,0.271098283199143,0.18,0.122,7.93841405567153e-05
"ENSG00000183020",7.12777094134523e-09,2.16014844382479,0.02,0.003,7.99236955653041e-05
"ENSG00000153395",7.1739638623231e-09,7.88761325052288,0.014,0,8.04416567882289e-05
"ENSG00000196507",7.17406418099058e-09,8.22321628230732,0.014,0,8.04427816614474e-05
"ENSG00000008324",7.17406631011435e-09,8.08692205874629,0.014,0,8.04428055353122e-05
"ENSG00000198937",7.17406843923869e-09,8.24125020513759,0.014,0,8.04428294091834e-05
"ENSG00000074201",7.25219333039198e-09,1.38053661911863,0.024,0.005,8.13188438136852e-05
"ENSG00000087365",7.36564599498286e-09,0.731363185977648,0.062,0.029,8.25909885417429e-05
"ENSG00000120963",7.38481382207580e-09,1.01262420798257,0.044,0.017,8.28059173869359e-05
"ENSG00000129084",7.99464968618853e-09,1.36258772345658,0.043,0.016,8.9644006931232e-05
"ENSG00000236534",8.02879808654718e-09,1.01766737113429,0.047,0.019,9.00269129444536e-05
"ENSG00000151366",8.13773274939265e-09,0.845826871491002,0.062,0.029,9.12483973189398e-05
"ENSG00000196843",8.32951092839588e-09,1.78403525798091,0.027,0.006,9.3398806040103e-05
"ENSG00000138413",8.39988956309611e-09,1.46200551832366,0.042,0.015,9.41879616709967e-05
"ENSG00000115762",8.42331699384461e-09,0.617961376133593,0.056,0.025,9.44506534519796e-05
"ENSG00000125870",8.50353088488099e-09,1.42511199733059,0.033,0.01,9.53500918121705e-05
"ENSG00000110719",8.60271118562435e-09,3.82255736693453,0.017,0.001,9.64622005244058e-05
"ENSG00000224550",8.64174658546966e-09,3.27022927210935,0.017,0.001,9.68999044628713e-05
"ENSG00000270231",8.72342589945806e-09,-1.07842191580941,0.048,0.083,9.78157746106233e-05
"ENSG00000235655",9.00495776591211e-09,0.647298921189173,0.063,0.03,0.000100972591429173
"ENSG00000117000",9.45169968374505e-09,0.963749576310652,0.038,0.013,0.000105981908553833
"ENSG00000115233",9.64127779492566e-09,1.15348430852621,0.034,0.011,0.000108107647914501
"ENSG00000264113",9.95528144416192e-09,5.81722392263149,0.014,0,0.000111628570833388
"ENSG00000163463",9.95590133523517e-09,7.66966673421763,0.014,0,0.000111635521671992
"ENSG00000108179",9.95597417380525e-09,7.76831432215054,0.014,0,0.000111636338410878
"ENSG00000158526",9.95602267516667e-09,8.15509356138787,0.014,0,0.000111636882256644
"ENSG00000184164",9.95605848634159e-09,8.25314878838415,0.014,0,0.000111637283807348
"ENSG00000108175",1.01675169458601e-08,0.662095923117254,0.02,0.003,0.000114008367513929
"ENSG00000166012",1.02504606367447e-08,0.267611607101755,0.114,0.069,0.000114938415119818
"ENSG00000244682",1.02855979091973e-08,0.232867287191227,0.076,0.039,0.000115332409355829
"ENSG00000166278",1.04316667285568e-08,3.02334228885215,0.018,0.002,0.000116970279027307
"ENSG00000177600",1.07267567618181e-08,0.154699146700524,0.263,0.197,0.000120279123570266
"ENSG00000154589",1.07385731143153e-08,1.36195846021058,0.033,0.01,0.000120411620330818
"ENSG00000277072",1.08937244053332e-08,1.74923708495539,0.02,0.003,0.000122151331757001
"ENSG00000106400",1.11362597715105e-08,2.55479683949278,0.021,0.003,0.000124870880817948
"ENSG00000111845",1.15050581133077e-08,1.55118276817941,0.036,0.012,0.000129006216624519
"ENSG00000183648",1.18274857418216e-08,0.499071530084724,0.058,0.026,0.000132621597623045
"ENSG00000138698",1.2090704416266e-08,0.825067388523154,0.078,0.042,0.000135573068619591
"ENSG00000060982",1.22187445180883e-08,0.934256606553463,0.054,0.024,0.000137008782281324
"ENSG00000227502",1.25443608791875e-08,-2.42436206393827,0.003,0.016,0.000140659918538329
"ENSG00000178057",1.31889762736104e-08,2.53773109406452,0.019,0.003,0.000147887990955993
"ENSG00000132424",1.35183762985418e-08,-0.575989142513884,0.258,0.314,0.000151581553435549
"ENSG00000141447",1.35791270297397e-08,-4.22642481048415,0.002,0.013,0.000152262751384472
"ENSG00000173281",1.36451130869906e-08,1.36489919048845,0.027,0.007,0.000153002653044426
"ENSG00000100599",1.37401297154791e-08,1.56725942326406,0.042,0.016,0.000154068074499667
"ENSG00000143256",1.3773345833806e-08,0.891942466928572,0.039,0.014,0.000154440526834467
"ENSG00000175768",1.38169317379883e-08,5.98358230905361,0.014,0,0.000154929255578062
"ENSG00000169084",1.38176860736764e-08,7.95107966936628,0.014,0,0.000154937713944134
"ENSG00000165949",1.38177172034719e-08,8.84893278235882,0.014,0,0.000154938063002531
"ENSG00000132329",1.38177242016515e-08,8.46747788360436,0.014,0,0.000154938141473118
