"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ENSG00000038945",1.45127253421716e-150,1.17334966879855,0.623,0.25,1.6273118926177e-146
"ENSG00000105835",8.12430066750014e-146,12.4035216340365,0.241,0,9.10977833846791e-142
"ENSG00000120738",1.25500509263751e-144,4.84717304027333,0.252,0.006,1.40723721037444e-140
"ENSG00000130066",3.35514031153112e-142,0.972081013131688,0.836,0.516,3.76211883131985e-138
"ENSG00000075426",3.90981316844297e-133,8.31928899538217,0.224,0.001,4.38407350577511e-129
"ENSG00000059804",7.88625640540427e-124,3.48511976371902,0.251,0.02,8.84285930737981e-120
"ENSG00000197989",9.13821901101923e-121,3.00019561088795,0.26,0.028,1.02466849770559e-116
"ENSG00000221539",5.0488771199096e-117,6.69956895426739,0.205,0.003,5.66130591455464e-113
"ENSG00000281383",2.34671802001317e-115,-0.915391916901922,0.632,0.821,2.63137491584077e-111
"ENSG00000118785",8.08864196309179e-115,0.805091557533056,0.946,0.772,9.06979423321483e-111
"ENSG00000062716",8.50684590071189e-115,1.66908851404629,0.38,0.104,9.53872630846824e-111
"ENSG00000281181",7.19251279925551e-114,-0.896510345502057,0.636,0.817,8.0649646018052e-110
"ENSG00000135821",8.53858395344492e-113,1.78091501897307,0.374,0.111,9.57431418699779e-109
"ENSG00000280800",3.02829660226515e-112,-0.894232157289767,0.63,0.814,3.39562898011991e-108
"ENSG00000142089",1.89653987294813e-104,2.85405221874803,0.257,0.041,2.12659015953674e-100
"ENSG00000072274",7.22728084552987e-104,5.67139459680664,0.184,0.003,8.10395001209265e-100
"ENSG00000280614",9.20181248632919e-104,-0.892491775546087,0.637,0.803,1.03179923409209e-99
"ENSG00000147454",2.28405483145604e-103,1.03356987434821,0.496,0.211,2.56111068251166e-99
"ENSG00000103121",4.01897605657461e-98,1.76766454423537,0.257,0.046,4.50647785223711e-94
"ENSG00000137393",2.19186820485159e-96,2.50479769551128,0.222,0.027,2.45774181810009e-92
"ENSG00000130309",6.23733946867736e-94,1.60952248904759,0.318,0.088,6.99392874622793e-90
"ENSG00000086062",1.15251712081716e-93,0.619159215554777,0.605,0.289,1.29231744757229e-89
"ENSG00000033178",1.61284980481508e-93,2.36119314917712,0.232,0.035,1.80848848613915e-89
"ENSG00000223361",1.42719942664249e-92,1.08528429817922,0.579,0.317,1.60031871709423e-88
"ENSG00000226564",1.56750405822297e-91,1.14317916694609,0.492,0.227,1.75764230048542e-87
"ENSG00000149925",4.38537374550988e-90,2.23861954283458,0.239,0.042,4.91731958084023e-86
"ENSG00000219507",1.70554380643534e-88,1.24456566134572,0.45,0.197,1.91242627015595e-84
"ENSG00000167601",2.31272938930518e-85,0.792995287674874,0.474,0.203,2.5932634642279e-81
"ENSG00000230204",2.2545305296772e-84,1.30058164183724,0.415,0.175,2.52800508292704e-80
"ENSG00000232187",3.61092944733489e-84,1.20949778967205,0.422,0.177,4.04893518929661e-80
"ENSG00000229644",3.0121324574752e-83,10.9723794647435,0.145,0,3.37750412456695e-79
"ENSG00000177575",3.77019090295726e-82,1.68815697944842,0.264,0.066,4.22751505948598e-78
"ENSG00000234975",2.87100176968225e-80,1.14917597832148,0.47,0.237,3.2192542843447e-76
"ENSG00000202502",3.81411467266174e-79,1.69055679809077,0.281,0.079,4.27676678245561e-75
"ENSG00000187446",4.89282705761311e-78,1.32921417200707,0.295,0.087,5.48632697970158e-74
"ENSG00000113369",9.76859122814814e-78,2.74385452924391,0.179,0.02,1.09535213441225e-73
"ENSG00000204472",3.1989219006883e-77,0.812186689556518,0.591,0.33,3.58695112724179e-73
"ENSG00000162496",3.99908930816161e-77,1.13635340540058,0.309,0.097,4.48417884124162e-73
"ENSG00000143878",2.45084890559181e-75,2.272248439746,0.19,0.028,2.74813687784009e-71
"ENSG00000122862",5.74340559931088e-74,1.04121040957856,0.436,0.206,6.44008069850729e-70
"ENSG00000074800",7.37174149843616e-73,1.78901411066166,0.256,0.071,8.26593374219647e-69
"ENSG00000128016",4.08522875461205e-72,2.25580723250196,0.199,0.036,4.58076700254649e-68
"ENSG00000134333",8.08170887459608e-72,1.64655555132041,0.22,0.048,9.06202016108458e-68
"ENSG00000213453",1.67725985566427e-70,1.24380547414573,0.394,0.179,1.88071147615635e-66
"ENSG00000171223",3.537751477943e-70,3.39927892433001,0.142,0.008,3.96688073221749e-66
"ENSG00000198804",5.48799614570795e-70,0.614717852076249,0.629,0.351,6.15369007818233e-66
"ENSG00000018280",6.06362964553928e-69,1.82240422654822,0.234,0.061,6.79914792154319e-65
"ENSG00000173391",1.05113985761176e-66,0.747901645674041,0.44,0.21,1.17864312234007e-62
"ENSG00000143546",5.9852934152204e-66,11.5839368601917,0.116,0,6.71130950648664e-62
"ENSG00000262902",2.10350403251239e-65,1.38622071232071,0.288,0.099,2.35865907165614e-61
"ENSG00000158122",1.13385005735361e-64,1.68518635584564,0.182,0.033,1.2713860693106e-60
"ENSG00000237973",1.2743521517122e-64,0.621367720067268,0.557,0.306,1.42893106771489e-60
"ENSG00000276070",2.20351386220057e-64,11.1759483735074,0.113,0,2.4708000936855e-60
"ENSG00000111669",2.24941012694969e-64,2.23729349900671,0.224,0.062,2.52226357534869e-60
"ENSG00000108518",1.26302449773047e-63,0.824355628618085,0.433,0.21,1.41622936930517e-59
"ENSG00000025708",2.0057898788669e-63,2.59241400580214,0.145,0.015,2.24909219117346e-59
"ENSG00000132507",1.61890976253487e-61,0.455145886085925,0.699,0.42,1.81528351673035e-57
"ENSG00000185201",2.42114321099564e-61,1.81475566704074,0.21,0.054,2.71482788248942e-57
"ENSG00000011422",2.04586235465792e-60,3.75495000629526,0.132,0.011,2.29402545827792e-56
"ENSG00000108788",8.39034813059399e-60,1.23606013213071,0.185,0.04,9.40809735883504e-56
"ENSG00000124762",2.31938710538931e-58,4.28105560217113,0.115,0.005,2.60072876127303e-54
"ENSG00000275302",5.4531010693163e-58,11.2472117633763,0.102,0,6.11456222902437e-54
"ENSG00000163220",1.133912879027e-57,4.6547934577361,0.114,0.005,1.27145651125298e-53
"ENSG00000138670",1.25877019378097e-56,0.657597438863336,0.257,0.087,1.4114590182866e-52
"ENSG00000163466",3.02344472576421e-56,0.82497558483619,0.399,0.194,3.3901885709994e-52
"ENSG00000171051",1.24814355089392e-55,1.2287272809531,0.27,0.101,1.39954336361735e-51
"ENSG00000158869",6.54092696583263e-54,0.856170070176523,0.365,0.172,7.33434140678813e-50
"ENSG00000151726",1.33063163676953e-53,1.42516446946287,0.191,0.05,1.49203725430967e-49
"ENSG00000241553",1.98046764445469e-53,0.409992682919374,0.431,0.214,2.22069836972704e-49
"ENSG00000274917",1.10322075284904e-52,1.30667320863893,0.255,0.094,1.23704143016962e-48
"ENSG00000109046",3.67070461826617e-52,0.458602418737208,0.521,0.297,4.11596108846185e-48
"ENSG00000278189",8.01077563768987e-52,1.3369821166721,0.254,0.094,8.98248272254166e-48
"ENSG00000273730",1.30546264242926e-51,1.29977664488497,0.252,0.094,1.46381526095593e-47
"ENSG00000132475",3.15827231454375e-51,0.870180449088613,0.362,0.176,3.54137074629791e-47
"ENSG00000135048",3.36398991460449e-51,4.7678265131718,0.097,0.003,3.77204189124602e-47
"ENSG00000112149",5.08416253016569e-51,4.28901620020756,0.098,0.003,5.70087144507479e-47
"ENSG00000276700",7.64007345020278e-51,1.25606169801156,0.25,0.093,8.56681435971238e-47
"ENSG00000131873",7.6444151882968e-51,2.4909073983805,0.118,0.013,8.5716827506372e-47
"ENSG00000277739",1.44328467231406e-50,1.24996342364379,0.252,0.094,1.61835510306575e-46
"ENSG00000197461",1.79597789587107e-50,0.493104206870633,0.43,0.22,2.01383001464023e-46
"ENSG00000275757",9.16273002033756e-50,1.24036775080056,0.254,0.097,1.02741691718045e-45
"ENSG00000276085",1.52688161140596e-49,11.3738577002941,0.088,0,1.7120923508695e-45
"ENSG00000147872",1.58020276947811e-49,6.1211911172368,0.094,0.003,1.77188136541581e-45
"ENSG00000146192",1.02512501861957e-48,0.584658152344964,0.647,0.417,1.14947268337813e-44
"ENSG00000105697",1.16197618436332e-48,0.775795873976343,0.386,0.193,1.30292389552659e-44
"ENSG00000242960",1.18029570648233e-48,1.02166367455443,0.272,0.112,1.32346557567863e-44
"ENSG00000087086",1.18244313708666e-48,0.450390567533241,0.898,0.76,1.32587348961527e-44
"ENSG00000197930",1.25907927299661e-48,1.34558640752321,0.164,0.039,1.4118055888111e-44
"ENSG00000275215",1.52717120314012e-48,1.21015072030458,0.252,0.097,1.71241707008102e-44
"ENSG00000177885",1.00186174427153e-47,1.23077238032193,0.244,0.093,1.12338757385166e-43
"ENSG00000172757",2.23809842121264e-47,0.802453438566987,0.362,0.185,2.50957975970574e-43
"ENSG00000092841",4.62909165329375e-47,0.814492562288435,0.295,0.128,5.19060047083828e-43
"ENSG00000278233",1.24299713497921e-46,1.22669280373677,0.246,0.097,1.39377268745219e-42
"ENSG00000254415",7.31459946568974e-46,0.546407367212408,0.429,0.226,8.20186038087791e-42
"ENSG00000159377",9.31844808093624e-46,0.986721828102148,0.195,0.061,1.04487758331538e-41
"ENSG00000150347",9.54442711645435e-46,3.39233863739629,0.1,0.008,1.07021661256803e-41
"ENSG00000112715",2.01287644765297e-45,3.41159423874663,0.093,0.005,2.25703836075327e-41
"ENSG00000118515",3.05680539407628e-45,0.753263129978305,0.25,0.098,3.42759588837773e-41
"ENSG00000183077",4.60368779044049e-45,1.24432486346863,0.178,0.052,5.16211511942092e-41
"ENSG00000112081",8.74338713855101e-45,0.312919360461417,0.513,0.299,9.80395999845725e-41
"ENSG00000197405",1.455860770416e-44,1.54333569178628,0.141,0.031,1.63245668186746e-40
"ENSG00000169122",1.52227297808329e-44,11.1165337148568,0.079,0,1.7069246903248e-40
"ENSG00000142669",2.69118014779656e-44,1.39488869838846,0.173,0.05,3.01762029972428e-40
"ENSG00000034510",4.84637235934113e-44,0.712363553527043,0.419,0.235,5.43423732652921e-40
"ENSG00000224411",6.44027648935388e-44,-1.6836498753104,0.264,0.392,7.22148202751251e-40
"ENSG00000154639",1.9322236185248e-43,4.67711553999276,0.09,0.006,2.16660234345186e-39
"ENSG00000100644",2.40809273867217e-43,0.693149890835103,0.295,0.136,2.7001943878731e-39
"ENSG00000027697",2.58293235013566e-43,-1.1089187554493,0.392,0.522,2.89624204420711e-39
"ENSG00000143158",2.89487750962814e-43,1.83651417101214,0.154,0.04,3.24602615154604e-39
"ENSG00000005022",3.73870228403793e-43,2.12846600953803,0.11,0.015,4.19220687109173e-39
"ENSG00000128524",6.40737944768612e-43,3.43693905534762,0.096,0.008,7.18459457469045e-39
"ENSG00000120694",8.6256374831833e-43,-1.55797153140919,0.174,0.31,9.67192730989344e-39
"ENSG00000092010",1.72147431915245e-42,1.08262069192237,0.184,0.058,1.93028915406564e-38
"ENSG00000168461",3.21578042126871e-42,1.1609587068147,0.183,0.059,3.60585458636861e-38
"ENSG00000143333",1.03245703282316e-41,2.45260754334215,0.115,0.019,1.15769407090461e-37
"ENSG00000118985",1.32727674175696e-41,0.987744045056461,0.194,0.067,1.48827541053207e-37
"ENSG00000070831",1.50211027386363e-41,0.287790533365928,0.493,0.282,1.68431625008329e-37
"ENSG00000105220",1.86284849120142e-41,2.3468980375998,0.117,0.021,2.08881201318415e-37
"ENSG00000229119",2.12750999888377e-41,1.35072835958439,0.193,0.068,2.38557696174838e-37
"ENSG00000108953",3.38142562283423e-41,0.30584902824742,0.534,0.316,3.79159255088402e-37
"ENSG00000203875",1.21303749280391e-40,3.17015817638087,0.098,0.012,1.36017894068103e-36
"ENSG00000197249",1.44420474327808e-40,1.60077049730142,0.135,0.032,1.61938677863771e-36
"ENSG00000130844",2.09574506985178e-40,4.6352260888886,0.081,0.004,2.34995894682481e-36
"ENSG00000125148",2.41851247934429e-40,10.7289155045038,0.072,0,2.71187804308876e-36
"ENSG00000198668",7.81074723141369e-40,0.850062727771097,0.301,0.149,8.75819087058417e-36
"ENSG00000067225",8.57828565167753e-40,0.355788949573525,0.301,0.141,9.61883170122601e-36
"ENSG00000181467",1.56674733198527e-39,0.701617152024081,0.268,0.122,1.75679378335509e-35
"ENSG00000160221",1.59103337494681e-39,1.51412257849446,0.147,0.039,1.78402572332785e-35
"ENSG00000213553",2.246269983e-39,1.4275085132988,0.182,0.063,2.5187425319379e-35
"ENSG00000165685",2.39866708369977e-39,5.69605823310903,0.076,0.003,2.68962540095255e-35
"ENSG00000187608",2.39928202615128e-39,2.58189737730905,0.095,0.011,2.69031493592342e-35
"ENSG00000173262",2.69660571716716e-39,5.91306311977854,0.075,0.002,3.02370399065954e-35
"ENSG00000105639",3.15900391653545e-39,1.07216219885752,0.184,0.063,3.5421910916112e-35
"ENSG00000090487",3.94627314096101e-39,1.49482840669973,0.101,0.014,4.42495607295958e-35
"ENSG00000051523",5.42870391750917e-39,0.880422842023082,0.288,0.142,6.08720570270303e-35
"ENSG00000102580",8.12582459093169e-39,0.620296452645104,0.315,0.157,9.1114871138117e-35
"ENSG00000100911",9.67107541060874e-39,2.65499844602007,0.096,0.012,1.08441768579156e-34
"ENSG00000181359",3.25600136180769e-38,-2.04455742142347,0.121,0.233,3.65095432699496e-34
"ENSG00000102755",3.48972569759306e-38,3.78351604713574,0.076,0.003,3.9130294247111e-34
"ENSG00000275395",4.9250024585216e-38,0.717630208123836,0.227,0.094,5.52240525674027e-34
"ENSG00000132334",7.14994711102341e-38,0.837484366693703,0.236,0.102,8.01723569559055e-34
"ENSG00000089157",1.14935928639046e-37,1.21179004676749,0.23,0.101,1.28877656782963e-33
"ENSG00000173436",1.67249420441067e-37,2.12146563234325,0.101,0.016,1.87536775140569e-33
"ENSG00000119705",3.14463647291673e-37,3.04631099654194,0.091,0.011,3.52608087708153e-33
"ENSG00000118640",4.95749224475302e-37,2.33276296053185,0.112,0.023,5.55883605404156e-33
"ENSG00000189043",5.01476303116398e-37,1.92844047921786,0.118,0.026,5.62305378684417e-33
"ENSG00000131469",1.55321185186711e-36,0.568132077434519,0.414,0.245,1.74161644949859e-32
"ENSG00000028137",3.56100412866527e-36,1.24937066721169,0.171,0.06,3.99295392947236e-32
"ENSG00000119335",5.37046665245068e-36,0.180655901467804,0.657,0.425,6.02190425739295e-32
"ENSG00000151893",7.59315816174278e-36,1.46382548914503,0.115,0.025,8.51420824676218e-32
"ENSG00000253626",1.23508043402765e-35,0.432184685338165,0.533,0.344,1.3848956906752e-31
"ENSG00000143774",1.49076366798303e-35,2.46298327791173,0.083,0.008,1.67159330090937e-31
"ENSG00000143549",2.88604958947756e-35,0.945060046022813,0.195,0.076,3.23612740468119e-31
"ENSG00000054148",3.07644893888892e-35,2.42208598079035,0.085,0.01,3.44962219517615e-31
"ENSG00000135077",3.72262232873629e-35,0.866000601119931,0.177,0.064,4.174176417212e-31
"ENSG00000161791",4.43036439092994e-35,-0.769588319718029,0.563,0.635,4.96776759154974e-31
"ENSG00000213719",6.06873604983107e-35,1.96594730223397,0.107,0.022,6.80487373267558e-31
"ENSG00000215114",6.95233013556265e-35,1.41201095851978,0.129,0.034,7.7956477810064e-31
"ENSG00000104951",1.06560132655663e-34,9.95927423565033,0.062,0,1.19485876746795e-30
"ENSG00000179912",1.18427365224804e-34,0.542269004091926,0.241,0.107,1.32792604626573e-30
"ENSG00000266563",1.20366728537957e-34,1.24988062671755,0.118,0.028,1.34967212709611e-30
"ENSG00000125691",2.01661977534428e-34,0.450213260706953,0.489,0.314,2.26123575409354e-30
"ENSG00000272196",2.72666439343385e-34,2.21828847935773,0.106,0.022,3.05740878435738e-30
"ENSG00000165527",4.19267974890889e-34,0.355794605186049,0.32,0.165,4.70125180245154e-30
"ENSG00000205352",5.16507330066001e-34,2.22077595181228,0.107,0.023,5.79159669203007e-30
"ENSG00000090266",5.58896669828689e-34,0.828779128968276,0.201,0.082,6.26690835878909e-30
"ENSG00000081320",7.03888625252996e-34,1.14587270062233,0.133,0.038,7.89270315496185e-30
"ENSG00000112308",9.9580836254004e-34,0.285721749648811,0.528,0.332,1.11659991691615e-29
"ENSG00000172243",1.20947062453349e-33,0.298708127723295,0.527,0.337,1.35617941128941e-29
"ENSG00000102144",1.73556067392402e-33,1.77537349192651,0.137,0.042,1.946084183671e-29
"ENSG00000130741",2.0450981239892e-33,0.270655865163965,0.393,0.225,2.29316852642909e-29
"ENSG00000198814",2.14726699928464e-33,4.51183550389405,0.068,0.004,2.40773048629787e-29
"ENSG00000108639",2.24817126713524e-33,1.27953074956078,0.13,0.037,2.52087444183875e-29
"ENSG00000145495",2.42421631636885e-33,0.586022580824611,0.199,0.081,2.7182737555444e-29
"ENSG00000152518",2.8734743628432e-33,-1.3338109464006,0.182,0.304,3.22202680305608e-29
"ENSG00000169905",3.25438966534601e-33,0.526411413055416,0.224,0.099,3.64914713175248e-29
"ENSG00000143384",3.66348990352078e-33,1.35820553988654,0.128,0.036,4.10787122881785e-29
"ENSG00000227376",5.16497753221645e-33,0.95531577180355,0.233,0.111,5.7914893068743e-29
"ENSG00000164733",5.85534581107864e-33,0.306801654494989,0.685,0.505,6.56559925796248e-29
"ENSG00000144674",9.38221453119586e-33,1.0065956056803,0.251,0.122,1.05202771538299e-28
"ENSG00000142534",1.07819684332218e-32,0.275983325594209,0.547,0.368,1.20898212041717e-28
"ENSG00000115421",1.96408353472101e-32,1.53972592857284,0.091,0.015,2.20232686748267e-28
"ENSG00000111775",2.31381842577625e-32,1.16861989148874,0.134,0.041,2.59448460082291e-28
"ENSG00000273338",2.42562905105117e-32,9.5102461692101,0.057,0,2.71985785494368e-28
"ENSG00000124172",3.12000765394476e-32,0.552866964263424,0.335,0.188,3.49846458236826e-28
"ENSG00000203812",4.25737735182877e-32,1.87225298159672,0.108,0.025,4.7737972246056e-28
"ENSG00000119508",4.77244309825469e-32,10.0101194467234,0.057,0,5.35134044607298e-28
"ENSG00000157778",6.4957163480907e-32,2.67015987899799,0.077,0.009,7.2836467411141e-28
"ENSG00000169756",8.53472721727028e-32,1.17238996593293,0.14,0.045,9.56998962872516e-28
"ENSG00000131446",8.88709627389415e-32,1.13502413189617,0.12,0.033,9.96510105191751e-28
"ENSG00000167004",1.04601890618173e-31,1.0044231170255,0.176,0.069,1.17290099950157e-27
"ENSG00000226608",1.18023165225808e-31,0.445655574813846,0.534,0.365,1.32339375167699e-27
"ENSG00000163191",1.35449087269081e-31,0.417233856264989,0.405,0.242,1.51879061554821e-27
"ENSG00000104904",3.20838100542462e-31,0.447128847837555,0.352,0.204,3.59755762138263e-27
"ENSG00000168092",3.56290232096826e-31,1.1145380282857,0.124,0.036,3.99508237250171e-27
"ENSG00000213965",4.68009323322828e-31,2.55312701886758,0.082,0.012,5.24778854241887e-27
"ENSG00000101558",5.33620495336923e-31,1.28266996897293,0.162,0.061,5.98348661421292e-27
"ENSG00000092964",7.95459852462046e-31,0.517318377256346,0.342,0.197,8.91949132565692e-27
"ENSG00000142507",8.06018153411098e-31,1.79952497963596,0.099,0.022,9.03788155419864e-27
"ENSG00000168175",1.06169013320935e-30,1.66406380366858,0.109,0.028,1.19047314636765e-26
"ENSG00000174021",1.32302344876192e-30,1.57718416505285,0.112,0.03,1.48350619309674e-26
"ENSG00000260708",1.39788410542384e-30,9.97821579930379,0.054,0,1.56744744741175e-26
"ENSG00000108671",1.55026037373884e-30,1.37086402230767,0.1,0.022,1.73830695707336e-26
"ENSG00000180879",2.24282308528509e-30,1.23910002141656,0.151,0.055,2.51487752553017e-26
"ENSG00000099817",3.69605953743643e-30,4.01067027526312,0.058,0.002,4.14439155932747e-26
"ENSG00000134352",4.63891049757789e-30,-0.852276553358796,0.231,0.356,5.20161034093408e-26
"ENSG00000184983",7.22688048597832e-30,3.6396857370793,0.061,0.003,8.1035010889275e-26
"ENSG00000119231",8.07605254231321e-30,1.12747793370687,0.127,0.039,9.0556777156958e-26
"ENSG00000125538",1.0127061299581e-29,5.48432470992312,0.059,0.003,1.13554738352202e-25
"ENSG00000118181",1.06380588369758e-29,0.31605865202111,0.47,0.297,1.1928455373901e-25
"ENSG00000105372",1.28049365134461e-29,0.351165245827795,0.496,0.338,1.43581753125272e-25
"ENSG00000154582",1.54373804704407e-29,2.21490946318678,0.084,0.015,1.73099347215051e-25
"ENSG00000167996",1.89109669892009e-29,1.25624646564699,0.09,0.018,2.1204867284991e-25
"ENSG00000099860",4.05641799226538e-29,9.99425581056806,0.051,0,4.54846149472718e-25
"ENSG00000051108",4.64918616514323e-29,0.715743776454316,0.251,0.128,5.21313244697511e-25
"ENSG00000164096",5.73470590208333e-29,1.474505442837,0.13,0.043,6.43032572800604e-25
"ENSG00000143401",6.09078243698456e-29,1.00566039809804,0.138,0.047,6.82959434659079e-25
"ENSG00000105669",7.29190908754712e-29,4.86311868860213,0.055,0.002,8.17641765986659e-25
"ENSG00000144580",9.76108775990446e-29,0.896649743181935,0.132,0.044,1.09451077051809e-24
"ENSG00000144597",1.0732065186309e-28,2.93126281249544,0.063,0.005,1.20338646934083e-24
"ENSG00000187840",1.09745848967023e-28,3.060000759431,0.066,0.007,1.23058020446723e-24
"ENSG00000120705",1.09883498070974e-28,2.43256007239616,0.068,0.008,1.23212366386983e-24
"ENSG00000164587",1.35412824868354e-28,0.501533691173263,0.401,0.254,1.51838400524885e-24
"ENSG00000265808",1.72775048393966e-28,0.46350375239179,0.251,0.126,1.93732661764154e-24
"ENSG00000137076",2.07515155611167e-28,0.778996109804565,0.181,0.078,2.32686743986801e-24
"ENSG00000091527",2.38619723920543e-28,1.22975812521005,0.122,0.038,2.67564296432105e-24
"ENSG00000228474",2.43505414591613e-28,1.85797792196183,0.087,0.018,2.73042621381575e-24
"ENSG00000177150",3.5984481723291e-28,4.51156088210691,0.055,0.002,4.03493993563262e-24
"ENSG00000205100",3.90976217206329e-28,-3.15336134829442,0.009,0.056,4.38401632353457e-24
"ENSG00000154328",3.96965103300632e-28,1.78619406754232,0.078,0.013,4.45116970330998e-24
"ENSG00000101182",5.26942806924205e-28,0.977905862097921,0.193,0.089,5.90860969404111e-24
"ENSG00000166710",5.5409633965388e-28,0.322464034850158,0.829,0.639,6.21308225653895e-24
"ENSG00000137312",7.90140077493258e-28,2.0564185303733,0.087,0.018,8.8598406889319e-24
"ENSG00000184557",8.33450315511769e-28,9.70907511877586,0.049,0,9.34547838783347e-24
"ENSG00000113811",8.78661573026988e-28,2.22719043236291,0.078,0.014,9.85243221835161e-24
"ENSG00000149311",9.38907745461507e-28,-1.04605544175642,0.169,0.282,1.05279725498599e-23
"ENSG00000095380",1.45710686198712e-27,6.38838062382761,0.052,0.001,1.63385392434616e-23
"ENSG00000153234",1.63022879472145e-27,10.0976854002235,0.049,0,1.82797554752116e-23
"ENSG00000166136",1.8429779784386e-27,2.02199893049288,0.079,0.014,2.0665312072232e-23
"ENSG00000169508",1.9205821714322e-27,2.28115419295464,0.07,0.01,2.15354878882692e-23
"ENSG00000134825",1.92851348263375e-27,1.70429648171246,0.089,0.02,2.16244216807723e-23
"ENSG00000162512",1.94014919946554e-27,-2.20283002455872,0.017,0.071,2.17548929736071e-23
"ENSG00000033867",2.21234322064803e-27,-1.34749351088211,0.097,0.192,2.48070045331264e-23
"ENSG00000141526",2.48340812005344e-27,1.09475789816039,0.113,0.034,2.78464552501592e-23
"ENSG00000155660",2.96807523198155e-27,0.480292624302704,0.34,0.201,3.32810275762091e-23
"ENSG00000115738",3.14444954123216e-27,1.73274078936796,0.105,0.03,3.52587127058362e-23
"ENSG00000095794",3.18686672865201e-27,10.0760778125268,0.048,0,3.5734336628375e-23
"ENSG00000132963",4.27815671943981e-27,0.732536675031984,0.182,0.08,4.79709712950786e-23
"ENSG00000078304",4.31517604456974e-27,0.670172884414314,0.175,0.075,4.83860689877605e-23
"ENSG00000136942",5.37422256549686e-27,0.613632378492275,0.297,0.172,6.02611576269163e-23
"ENSG00000155849",6.29883723718879e-27,-1.16299827593492,0.216,0.325,7.06288619405979e-23
"ENSG00000226976",7.16873187694205e-27,1.35850721730956,0.091,0.021,8.03829905361512e-23
"ENSG00000141552",1.11775983968367e-26,2.272331815655,0.077,0.014,1.2533441082373e-22
"ENSG00000184752",1.19721334109846e-26,2.63031676100683,0.076,0.014,1.3424353193737e-22
"ENSG00000176340",1.41867646651416e-26,1.62812286428459,0.092,0.022,1.59076192190233e-22
"ENSG00000188375",1.61540943079902e-26,1.00159299038635,0.151,0.06,1.81135859475494e-22
"ENSG00000140988",1.69332181555067e-26,0.507530569594376,0.302,0.175,1.89872175177697e-22
"ENSG00000134107",1.69348588693397e-26,2.07126954523802,0.093,0.023,1.89890572501906e-22
"ENSG00000159692",1.70971622890211e-26,0.252110217987793,0.333,0.192,1.91710480746794e-22
"ENSG00000128245",2.49233628825623e-26,-0.710438781796975,0.479,0.576,2.79465668002172e-22
"ENSG00000146376",2.69438220643766e-26,3.06199123682218,0.065,0.008,3.02121076807855e-22
"ENSG00000225131",2.8580053221227e-26,3.47511794580649,0.058,0.005,3.20468136769618e-22
"ENSG00000120063",3.03376149864433e-26,1.8632130367087,0.074,0.013,3.40175676842989e-22
"ENSG00000134109",3.44060466827813e-26,4.25465943232114,0.054,0.003,3.85795001454027e-22
"ENSG00000123562",3.61305124578641e-26,0.723950911171966,0.17,0.073,4.05131436190031e-22
"ENSG00000116741",5.21069279811274e-26,2.34800180080138,0.063,0.008,5.84274983452381e-22
"ENSG00000231500",6.38821361623676e-26,0.44600053148735,0.313,0.184,7.16310392788628e-22
"ENSG00000231434",6.69276590325895e-26,-2.74007352659957,0.018,0.07,7.50459840732426e-22
"ENSG00000168329",6.83979833973629e-26,-1.40122280590837,0.123,0.219,7.6694658783463e-22
"ENSG00000044574",7.01932457280465e-26,0.674442242151911,0.268,0.15,7.87076864348585e-22
"ENSG00000105640",7.5376949589985e-26,0.413847747418277,0.362,0.225,8.45201735752502e-22
"ENSG00000168894",7.74570944524941e-26,3.50155481821581,0.057,0.005,8.68526400095816e-22
"ENSG00000205423",7.97480970318241e-26,2.31428732717279,0.064,0.008,8.94215412017844e-22
"ENSG00000184260",1.1728896609036e-25,2.04008361362089,0.062,0.007,1.31516117677121e-21
"ENSG00000135404",1.43357742017682e-25,0.559857122595187,0.265,0.147,1.60747036124427e-21
"ENSG00000189343",1.83685451639178e-25,0.507153124108851,0.259,0.142,2.0596649692301e-21
"ENSG00000265972",1.87681855970665e-25,-1.1686561704002,0.105,0.198,2.10447665099907e-21
"ENSG00000124491",2.28483959080336e-25,7.86452963740984,0.047,0.001,2.5619906331678e-21
"ENSG00000100504",2.47835891978921e-25,0.560165269292955,0.196,0.093,2.77898385675964e-21
"ENSG00000184009",2.53067848040504e-25,0.525960811125079,0.308,0.18,2.83764978007817e-21
"ENSG00000130208",2.64459723585985e-25,0.603912049645333,0.264,0.147,2.96538688056965e-21
"ENSG00000103363",2.67672307395e-25,0.952713914943772,0.151,0.062,3.00140958282014e-21
"ENSG00000167460",3.0042745877456e-25,2.75217373271953,0.076,0.015,3.36869309523914e-21
"ENSG00000219451",3.469976509622e-25,0.637116646608837,0.225,0.115,3.89088466023915e-21
"ENSG00000169895",4.17832712464679e-25,1.88461076236136,0.075,0.015,4.68515820486644e-21
"ENSG00000115956",4.61998214232016e-25,1.20294408611859,0.127,0.046,5.18038597618359e-21
"ENSG00000170542",6.29808963846589e-25,0.146079987376369,0.689,0.481,7.0620479116118e-21
"ENSG00000131143",7.22671030206274e-25,0.968970514157309,0.137,0.053,8.10331026170295e-21
"ENSG00000150867",9.00336264139126e-25,0.322141312363241,0.228,0.117,1.0095470529792e-20
"ENSG00000117899",9.10111700591028e-25,2.72108006464623,0.062,0.008,1.02050824987272e-20
"ENSG00000138135",9.36047627086462e-25,10.1009811070613,0.044,0,1.04959020425205e-20
