"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.00814016837252216,0.326641961227795,0.285,0.343,1,"2","ENSG00000228253"
0.00852425339174953,0.835097447252684,0.322,0.399,1,"2","ENSG00000198744"
1.29162592288306e-274,1.89981742654354,0.791,0.216,1.44830014732877e-270,"3","ENSG00000225972"
1.01907110159457e-251,1.71500689861655,0.814,0.263,1.14268442621799e-247,"3","ENSG00000198888"
7.22616264746052e-49,0.874074022935619,0.611,0.346,8.10269617659748e-45,"3","ENSG00000234975"
1.32849340758647e-47,1.13000996006763,0.341,0.137,1.48963965792671e-43,"3","ENSG00000149925"
9.90640093946181e-46,0.902484989934432,0.573,0.32,1.11080473734185e-41,"3","ENSG00000219507"
6.09335055605485e-44,0.87465862385353,0.544,0.295,6.8324739785043e-40,"3","ENSG00000232187"
1.45557763531523e-42,0.936002249340698,0.518,0.28,1.63213920247897e-38,"3","ENSG00000213453"
2.03726064095493e-42,0.818220679309602,0.405,0.187,2.28438035670276e-38,"3","ENSG00000262902"
3.4725706096898e-42,0.910017136377532,0.529,0.292,3.89379342464517e-38,"3","ENSG00000230204"
7.89560922448805e-42,0.656803597796826,0.696,0.446,8.85334662341845e-38,"3","ENSG00000223361"
1.4041324412929e-41,0.767477484552526,0.614,0.357,1.57445370642173e-37,"3","ENSG00000226564"
7.39182847415052e-38,0.899543552663392,0.286,0.116,8.28845726806498e-34,"3","ENSG00000075426"
1.75101266860701e-37,1.0136323824511,0.384,0.185,1.96341050530904e-33,"3","ENSG00000242960"
1.08848818674935e-36,0.859387644581242,0.301,0.125,1.22052180380204e-32,"3","ENSG00000105835"
3.28719843773035e-35,1.1125244034583,0.344,0.163,3.68593560822704e-31,"3","ENSG00000227376"
7.39895701965076e-35,0.860455693737246,0.37,0.181,8.29645050613439e-31,"3","ENSG00000171051"
9.76297069996249e-34,0.581611460143331,0.457,0.245,1.09472190458679e-29,"3","ENSG00000135821"
1.63684315497569e-32,0.795130877296168,0.416,0.223,1.83539222967425e-28,"3","ENSG00000234268"
2.32358692903714e-32,0.944734979418826,0.338,0.162,2.60543802352934e-28,"3","ENSG00000216866"
5.18635468022739e-32,0.595125696133696,0.478,0.266,5.81545950293897e-28,"3","ENSG00000172757"
6.22464331903964e-32,0.765131481754873,0.324,0.151,6.97969255363915e-28,"3","ENSG00000142089"
1.96505815928812e-31,0.52665783042456,0.41,0.214,2.20341971400977e-27,"3","ENSG00000067225"
1.04028062000318e-30,0.926811191064179,0.271,0.116,1.16646665920957e-26,"3","ENSG00000213553"
1.39121969085872e-30,0.845178344080175,0.328,0.156,1.55997463935988e-26,"3","ENSG00000240342"
7.08800246459657e-30,0.758816796345236,0.372,0.19,7.94777716355213e-26,"3","ENSG00000189343"
1.06239694781358e-29,0.974973990737,0.252,0.109,1.19126569758337e-25,"3","ENSG00000143878"
1.21578519852655e-29,0.924190454702382,0.343,0.172,1.36325994310782e-25,"3","ENSG00000235508"
1.4949395734779e-29,0.541035767887794,0.647,0.432,1.67627574374077e-25,"3","ENSG00000253626"
3.78624264977022e-29,0.479400386888043,0.535,0.325,4.24551388318735e-25,"3","ENSG00000173391"
2.27883162772599e-28,0.404047791916221,0.343,0.171,2.55525390416916e-24,"3","ENSG00000274917"
1.18457044527401e-27,0.514670141665091,0.491,0.282,1.32825884028574e-23,"3","ENSG00000105640"
2.34434819632643e-27,0.615121692791858,0.449,0.259,2.62871763254082e-23,"3","ENSG00000234287"
2.64220153050056e-27,0.587125481050446,0.462,0.263,2.96270057615028e-23,"3","ENSG00000213442"
3.64723343773831e-27,0.6802665250359,0.425,0.239,4.08964285373597e-23,"3","ENSG00000230979"
6.91742775469371e-27,0.78655136310949,0.394,0.217,7.75651174133805e-23,"3","ENSG00000237729"
2.1372620580693e-26,0.778484231028468,0.316,0.159,2.39651194571311e-22,"3","ENSG00000218175"
2.63713374894284e-26,0.501791619450932,0.652,0.442,2.95701807268961e-22,"3","ENSG00000226608"
3.07612345076158e-26,0.540423731892269,0.414,0.229,3.44925722533896e-22,"3","ENSG00000140988"
2.06824585761625e-25,0.487222592398123,0.329,0.171,2.3191240801451e-21,"3","ENSG00000273730"
2.83774479586045e-25,0.735883059305524,0.281,0.135,3.18196323959833e-21,"3","ENSG00000134333"
3.07371392036425e-25,0.887781513574819,0.303,0.152,3.44655541890443e-21,"3","ENSG00000224114"
5.47357034459359e-25,0.588500959988137,0.454,0.271,6.13751442739279e-21,"3","ENSG00000227081"
6.1446024391161e-25,0.429598046973065,0.329,0.171,6.88994271498088e-21,"3","ENSG00000277739"
7.92657013143042e-25,0.777903262641616,0.268,0.126,8.88806308837293e-21,"3","ENSG00000229119"
8.58869366073423e-25,0.529044370333074,0.515,0.322,9.63050220178129e-21,"3","ENSG00000108518"
1.07685209104873e-24,0.956597392688932,0.262,0.125,1.20747424969294e-20,"3","ENSG00000228981"
1.11578383675924e-24,0.522576848158876,0.519,0.323,1.25112841615814e-20,"3","ENSG00000034510"
2.54473007048968e-24,0.428869074157052,0.325,0.17,2.85340582804008e-20,"3","ENSG00000276700"
2.5762143390663e-24,0.588023151465227,0.358,0.195,2.88870913839504e-20,"3","ENSG00000240463"
2.74917766176801e-24,0.398465136595698,0.329,0.172,3.08265291214047e-20,"3","ENSG00000275215"
2.86404108696222e-24,0.511441001288674,0.343,0.181,3.21144927081074e-20,"3","ENSG00000112306"
4.02470620575492e-24,0.4237675167196,0.324,0.169,4.51290306851299e-20,"3","ENSG00000278233"
7.69054009784733e-24,0.68620826981281,0.262,0.125,8.62340261171621e-20,"3","ENSG00000167552"
1.40267839280654e-23,0.402238589932488,0.329,0.174,1.57282328185398e-19,"3","ENSG00000275757"
1.53206439439373e-23,0.72522284485809,0.371,0.212,1.71790380543369e-19,"3","ENSG00000242299"
1.78067114863482e-23,0.467693333887872,0.513,0.322,1.99666655896422e-19,"3","ENSG00000122862"
2.58730919748984e-23,0.583138997161487,0.458,0.281,2.90114980314536e-19,"3","ENSG00000236439"
2.73000277692083e-23,0.812643177792105,0.299,0.158,3.06115211376133e-19,"3","ENSG00000103121"
3.55508170678465e-23,0.627249387247427,0.311,0.161,3.98631311781763e-19,"3","ENSG00000089157"
3.60306391513862e-23,0.906573236757612,0.263,0.13,4.04011556804494e-19,"3","ENSG00000137393"
4.18610417255027e-23,0.718337513827383,0.315,0.167,4.69387860868062e-19,"3","ENSG00000233913"
6.60161025413977e-23,0.374275652410526,0.324,0.173,7.40238557796692e-19,"3","ENSG00000278189"
1.48364778723437e-22,0.759519117336615,0.306,0.163,1.6636142638259e-18,"3","ENSG00000178464"
2.08601737493273e-22,0.735585433440549,0.308,0.165,2.33905128251207e-18,"3","ENSG00000198242"
2.13065774740165e-22,0.724156012159512,0.305,0.161,2.38910653216147e-18,"3","ENSG00000240509"
2.83836181158295e-22,1.05036012932666,0.254,0.126,3.18265509932796e-18,"3","ENSG00000102317"
3.5815113137628e-22,0.508786057091547,0.347,0.191,4.01594863612222e-18,"3","ENSG00000233276"
4.3521945072738e-22,0.65556855744821,0.281,0.144,4.88011570100611e-18,"3","ENSG00000111669"
4.92338829049982e-22,0.478526752454477,0.506,0.318,5.52059529013745e-18,"3","ENSG00000163191"
1.22262663787426e-21,0.822625069246802,0.265,0.134,1.3709312490484e-17,"3","ENSG00000226396"
1.59948952729273e-21,0.799225721483656,0.261,0.13,1.79350760695334e-17,"3","ENSG00000197744"
1.97195592004076e-21,0.349275812356182,0.401,0.237,2.21115417314171e-17,"3","ENSG00000184009"
2.05383116342038e-21,0.588526532308804,0.31,0.166,2.30296088354327e-17,"3","ENSG00000074800"
2.28215558867938e-21,0.49293281093862,0.377,0.218,2.55898106158619e-17,"3","ENSG00000147403"
2.41306272656513e-21,0.585960778492732,0.308,0.164,2.70576723529748e-17,"3","ENSG00000230076"
3.32908423835613e-21,0.490185289286421,0.37,0.212,3.73290215646873e-17,"3","ENSG00000051523"
8.9484868038437e-21,0.375154404801774,0.527,0.351,1.00339382531499e-16,"3","ENSG00000137818"
1.11900233610465e-20,0.468360278792723,0.363,0.208,1.25473731947415e-16,"3","ENSG00000108298"
1.27715377024865e-20,0.672688444736213,0.256,0.129,1.43207252257981e-16,"3","ENSG00000227615"
1.76933056464894e-20,0.45889878744772,0.362,0.206,1.98395036214085e-16,"3","ENSG00000232573"
1.95865338136815e-20,0.465186580209777,0.251,0.125,2.19623803652811e-16,"3","ENSG00000137076"
2.11734530801532e-20,0.533262103300304,0.322,0.175,2.37417929387758e-16,"3","ENSG00000213216"
2.18982865356304e-20,0.281960097006642,0.648,0.454,2.45545486924023e-16,"3","ENSG00000038945"
2.73822597730859e-20,0.538336197934278,0.352,0.198,3.07037278835612e-16,"3","ENSG00000160255"
6.26544533521035e-20,0.599060742778271,0.399,0.243,7.02544385437137e-16,"3","ENSG00000231500"
8.86488816809017e-20,0.398094153820367,0.399,0.239,9.9401991028795e-16,"3","ENSG00000100316"
1.04535721959784e-19,0.737603716798622,0.258,0.133,1.17215905033506e-15,"3","ENSG00000230734"
2.22381884730852e-19,0.780017072868179,0.267,0.142,2.49356807348704e-15,"3","ENSG00000224631"
3.24556060707271e-19,0.783274654089321,0.268,0.141,3.63924710871063e-15,"3","ENSG00000240231"
6.58693949453817e-19,0.482250098099564,0.319,0.179,7.38593525522565e-15,"3","ENSG00000149273"
8.50448895936747e-19,0.683705800138166,0.292,0.16,9.53608347013875e-15,"3","ENSG00000238103"
9.19056285361511e-19,0.42348268984969,0.303,0.167,1.03053781277586e-14,"3","ENSG00000132334"
1.20440133909133e-18,0.424470885752822,0.561,0.389,1.3504952215231e-14,"3","ENSG00000214182"
1.27667445636851e-18,0.385969283837652,0.53,0.358,1.43153506792601e-14,"3","ENSG00000177954"
1.5769558968525e-18,0.463546013818096,0.273,0.146,1.76824064714071e-14,"3","ENSG00000059804"
1.59802714274864e-18,0.415056743298854,0.494,0.322,1.79186783516405e-14,"3","ENSG00000164587"
1.73159256264983e-18,0.456381162411972,0.427,0.271,1.94163474049925e-14,"3","ENSG00000158869"
1.9037706002655e-18,0.513339876068341,0.315,0.18,2.13469797407771e-14,"3","ENSG00000144713"
2.32646910262458e-18,0.388182184294721,0.365,0.211,2.60866980477294e-14,"3","ENSG00000180211"
2.64288143815133e-18,0.544820421720481,0.272,0.145,2.96346295659908e-14,"3","ENSG00000253683"
4.39911083262052e-18,0.47751749213479,0.361,0.211,4.93272297661739e-14,"3","ENSG00000234004"
4.79272985229451e-18,0.601720302377316,0.253,0.134,5.37408798337784e-14,"3","ENSG00000185201"
1.20665736491436e-17,0.301228284793285,0.372,0.223,1.35302490327847e-13,"3","ENSG00000198668"
2.14840489282776e-17,0.335785311748912,0.347,0.204,2.40900640632776e-13,"3","ENSG00000044574"
2.42718985567641e-17,0.518099290448834,0.277,0.154,2.72160798516996e-13,"3","ENSG00000197989"
2.55516884084931e-17,0.461813384742076,0.418,0.27,2.86511082124433e-13,"3","ENSG00000231389"
3.17740276071403e-17,0.496162506858253,0.329,0.196,3.56282171558864e-13,"3","ENSG00000197756"
3.89439362944818e-17,0.44112532745499,0.337,0.202,4.36678357670025e-13,"3","ENSG00000130208"
7.67010315228947e-17,0.397429396264119,0.414,0.264,8.60048666466219e-13,"3","ENSG00000256338"
9.47175616446404e-17,0.36570603326009,0.434,0.283,1.06206801872135e-12,"3","ENSG00000167526"
1.20933862866153e-16,0.396801634948569,0.342,0.202,1.35603140431817e-12,"3","ENSG00000135404"
1.22989997750032e-16,0.429691113354457,0.258,0.143,1.3790868447711e-12,"3","ENSG00000120738"
1.83756312349916e-16,0.345409030116556,0.562,0.4,2.06045953037961e-12,"3","ENSG00000130203"
2.89753504315592e-16,0.470212354586305,0.37,0.233,3.24900604389073e-12,"3","ENSG00000143947"
3.40985382960188e-16,0.426458444875651,0.349,0.213,3.82346909913259e-12,"3","ENSG00000092841"
4.41880484564892e-16,0.478766509060559,0.324,0.192,4.95480587342613e-12,"3","ENSG00000213860"
5.70545677711492e-16,0.490973867947748,0.328,0.199,6.39752868417896e-12,"3","ENSG00000136149"
8.3085362693424e-16,0.253451486629819,0.319,0.187,9.31636171881364e-12,"3","ENSG00000133874"
1.32382661087637e-15,0.378200416957339,0.384,0.242,1.48440677877567e-11,"3","ENSG00000165527"
1.65194351953171e-15,0.330815785876752,0.403,0.26,1.8523242684509e-11,"3","ENSG00000124172"
1.8294268567243e-15,0.615249070843201,0.314,0.19,2.05133633444495e-11,"3","ENSG00000174748"
2.83514282870455e-15,0.415397878025233,0.392,0.255,3.17904565382641e-11,"3","ENSG00000215030"
3.9045353789855e-15,0.432874286611562,0.328,0.2,4.37815552045644e-11,"3","ENSG00000236552"
4.57877766072056e-15,0.623157959116844,0.291,0.173,5.13418339096596e-11,"3","ENSG00000234498"
4.7006278333948e-15,0.416819658681476,0.349,0.219,5.27081398958559e-11,"3","ENSG00000232112"
5.42546157332677e-15,0.409991183675,0.306,0.183,6.08357006217131e-11,"3","ENSG00000105193"
6.91077293789825e-15,0.56739693823872,0.297,0.181,7.74904969526531e-11,"3","ENSG00000198502"
8.99926501634449e-15,0.263323417738666,0.461,0.308,1.00908758628271e-10,"3","ENSG00000185641"
9.56603643370284e-15,0.378059423711783,0.291,0.172,1.0726396653111e-10,"3","ENSG00000177575"
1.04374709212837e-14,0.39200499478525,0.319,0.196,1.17035361440354e-10,"3","ENSG00000161016"
1.12920775460499e-14,0.40051338504595,0.375,0.241,1.26618065523857e-10,"3","ENSG00000237550"
1.14981798856467e-14,0.572903407250551,0.272,0.159,1.28929091057756e-10,"3","ENSG00000244021"
1.56464509165143e-14,0.414413103215058,0.277,0.162,1.75443654126875e-10,"3","ENSG00000233762"
1.79469890954232e-14,0.250742675680063,0.42,0.276,2.0123958872698e-10,"3","ENSG00000104904"
2.16126540759973e-14,0.371230661472351,0.32,0.195,2.42342690154158e-10,"3","ENSG00000220749"
2.21430080130027e-14,0.425727168200671,0.371,0.24,2.48289548849799e-10,"3","ENSG00000122026"
2.36213399233409e-14,0.339805147443971,0.291,0.166,2.64866084560421e-10,"3","ENSG00000219451"
2.9028031027119e-14,0.359720925486881,0.41,0.272,3.25491311907085e-10,"3","ENSG00000132475"
3.78724946504058e-14,0.520025145371442,0.359,0.236,4.24664282515e-10,"3","ENSG00000163682"
4.58096054093523e-14,0.589096934863833,0.277,0.165,5.13663105455067e-10,"3","ENSG00000212664"
4.72418270612056e-14,0.254272490929156,0.43,0.281,5.29722606837299e-10,"3","ENSG00000233476"
4.88291170518733e-14,0.345047802890918,0.457,0.324,5.47520889502656e-10,"3","ENSG00000173812"
4.9997450921109e-14,0.27260826056726,0.382,0.244,5.60621417178395e-10,"3","ENSG00000240036"
5.52258907746754e-14,0.580720258376969,0.253,0.147,6.19247913256436e-10,"3","ENSG00000243181"
5.81070188080581e-14,0.441588536674606,0.275,0.162,6.51554001894755e-10,"3","ENSG00000164924"
1.2255727464874e-13,0.273332671331856,0.376,0.239,1.37423472063633e-09,"3","ENSG00000279865"
1.4134565388757e-13,0.451444948813196,0.411,0.281,1.58490881704132e-09,"3","ENSG00000170458"
1.72349173397714e-13,0.466030073935532,0.358,0.236,1.93255128130857e-09,"3","ENSG00000138326"
2.01086893241991e-13,0.26949363303973,0.408,0.266,2.25478733392244e-09,"3","ENSG00000228502"
3.32715868647702e-13,0.486338477952574,0.265,0.158,3.73074303514668e-09,"3","ENSG00000243071"
5.48341180772121e-13,0.301647967399354,0.263,0.157,6.14854965999779e-09,"3","ENSG00000224861"
7.66775702426969e-13,0.388172079450174,0.47,0.329,8.5978559513136e-09,"3","ENSG00000102898"
1.17724798687276e-12,0.381509398019369,0.251,0.147,1.32004816768043e-08,"3","ENSG00000235552"
1.33071491057883e-12,0.576158648907543,0.295,0.187,1.49213062923204e-08,"3","ENSG00000205871"
1.9869236226652e-12,0.449571733436193,0.306,0.197,2.22793745809449e-08,"3","ENSG00000213741"
2.65807847621334e-12,0.338253980356781,0.432,0.303,2.98050339537802e-08,"3","ENSG00000109475"
2.73987429853558e-12,0.474932128311069,0.286,0.179,3.07222105094794e-08,"3","ENSG00000220793"
3.20123990692739e-12,0.299420078121669,0.394,0.27,3.58955030763769e-08,"3","ENSG00000220842"
3.9280388829425e-12,0.296358651694034,0.286,0.177,4.40450999944342e-08,"3","ENSG00000115268"
5.06285154503076e-12,0.336624959686662,0.342,0.223,5.67697543744299e-08,"3","ENSG00000234797"
5.16916861485206e-12,0.422182980694191,0.278,0.174,5.79618876783362e-08,"3","ENSG00000229605"
6.20775477551002e-12,0.259678626804352,0.306,0.194,6.96075542977939e-08,"3","ENSG00000225200"
1.19568502053098e-11,0.399279881096571,0.285,0.179,1.34072161352139e-07,"3","ENSG00000214784"
1.19667480759183e-11,0.301519986640396,0.368,0.247,1.34183146175272e-07,"3","ENSG00000145425"
1.58264181584624e-11,0.307013863324367,0.338,0.222,1.77461626810839e-07,"3","ENSG00000214389"
1.59844939255897e-11,0.382882622952547,0.338,0.226,1.79234130387637e-07,"3","ENSG00000101439"
2.17971435442989e-11,0.58072502138943,0.266,0.169,2.44411370562223e-07,"3","ENSG00000226084"
2.66662438640369e-11,0.290865414916121,0.254,0.156,2.99008592447445e-07,"3","ENSG00000166913"
5.99748667223677e-11,0.3722171196584,0.251,0.156,6.72498180557909e-07,"3","ENSG00000148303"
6.61079840753863e-11,0.305451490334576,0.257,0.159,7.41268825437307e-07,"3","ENSG00000204628"
7.75217614136532e-11,0.287047443094421,0.443,0.322,8.69251510731293e-07,"3","ENSG00000137154"
7.84329818809427e-11,0.347633522930534,0.37,0.256,8.79469025831011e-07,"3","ENSG00000136682"
8.47738382115488e-11,0.343306120695296,0.286,0.181,9.50569047866097e-07,"3","ENSG00000249264"
9.38959387345978e-11,0.280151714367467,0.296,0.189,1.05285516103104e-06,"3","ENSG00000202502"
1.82810480252057e-10,0.459243118686538,0.261,0.165,2.04985391506632e-06,"3","ENSG00000185834"
3.61692484103473e-10,0.351253976577541,0.284,0.187,4.05565782425225e-06,"3","ENSG00000223865"
4.95291485205184e-10,0.400455740192487,0.268,0.174,5.55370342360573e-06,"3","ENSG00000219133"
5.6279972571664e-10,0.395794505383694,0.281,0.185,6.31067332446068e-06,"3","ENSG00000148672"
1.59307351266984e-09,0.306445319204968,0.251,0.16,1.78631332975669e-05,"3","ENSG00000184076"
2.50676391831509e-09,0.301184513578472,0.266,0.174,2.81083438160671e-05,"3","ENSG00000177885"
3.45883957108688e-09,0.343953873058703,0.252,0.163,3.87839681105971e-05,"3","ENSG00000135486"
5.45363064713428e-09,0.265331004288131,0.28,0.187,6.11515604463167e-05,"3","ENSG00000174444"
7.28941636919067e-08,0.269060603078694,0.281,0.194,0.00081736225747735,"3","ENSG00000250182"
1.32292991317025e-07,0.268406260748796,0.261,0.176,0.0014834013116378,"3","ENSG00000241429"
1.99606439589836e-07,0.252713422419849,0.376,0.283,0.00223818700712083,"3","ENSG00000175899"
2.51513006492909e-175,2.61373146146909,0.816,0.509,2.82021534180498e-171,"4","ENSG00000198899"
5.69408245735993e-162,2.72278396429175,0.747,0.433,6.38477465943769e-158,"4","ENSG00000248527"
2.48116088405678e-136,1.2760334961944,0.992,0.966,2.78212569929287e-132,"4","ENSG00000210082"
1.13100752389085e-128,0.876699433332025,1,0.999,1.26819873653882e-124,"4","ENSG00000251562"
8.52471733356878e-68,2.44547012576037,0.624,0.415,9.55876554613067e-64,"4","ENSG00000198727"
5.98655607038716e-64,1.39625809503746,0.876,0.813,6.71272532172512e-60,"4","ENSG00000269028"
2.40892808115995e-48,1.28795186077785,0.797,0.692,2.70113105740465e-44,"4","ENSG00000281383"
5.44000793086874e-48,1.27795715949674,0.804,0.692,6.09988089288311e-44,"4","ENSG00000281181"
1.38892971699206e-46,1.29626707953991,0.79,0.688,1.5574068916632e-42,"4","ENSG00000280800"
5.9360875166127e-46,1.29327609682785,0.786,0.689,6.65613493237782e-42,"4","ENSG00000280614"
4.1440900094606e-43,1.49142742233695,0.744,0.625,4.64676812760817e-39,"4","ENSG00000198886"
1.66209831515457e-41,1.44863841531772,0.729,0.628,1.86371084078282e-37,"4","ENSG00000255823"
7.08433006070554e-39,1.23358321562304,0.681,0.541,7.94365929706912e-35,"4","ENSG00000163359"
3.03615910131019e-30,1.39421775893313,0.53,0.372,3.40444520029912e-26,"4","ENSG00000089335"
1.59026244661502e-28,1.26052271777751,0.606,0.461,1.78316128138943e-24,"4","ENSG00000166923"
1.26825373302287e-24,1.32370828139136,0.649,0.54,1.42209291083854e-20,"4","ENSG00000198938"
7.97360704426323e-23,1.74325599516749,0.46,0.317,8.94080557873236e-19,"4","ENSG00000228253"
8.18723928100889e-23,1.32091780698657,0.631,0.534,9.18035140579527e-19,"4","ENSG00000211459"
1.88491459046924e-17,2.19308343008621,0.421,0.322,2.11355473029316e-13,"4","ENSG00000198888"
4.45203559395252e-16,1.26912864540622,0.578,0.51,4.99206751149897e-12,"4","ENSG00000198712"
1.80658408464308e-15,2.13639102656082,0.369,0.278,2.02572273411028e-11,"4","ENSG00000225972"
2.27849215697426e-15,0.616126585739803,0.709,0.619,2.55487325561524e-11,"4","ENSG00000119772"
1.71800080822276e-14,0.788488834535908,0.499,0.376,1.92639430626018e-10,"4","ENSG00000147010"
1.53513276147769e-13,1.26708411842876,0.563,0.516,1.72134436544493e-09,"4","ENSG00000198804"
1.70992096466404e-13,1.59114514219893,0.452,0.358,1.91733437767779e-09,"4","ENSG00000198763"
5.17440894487536e-12,1.83532508476572,0.333,0.239,5.80206474988874e-08,"4","ENSG00000225630"
1.13186323621017e-11,1.33951087736811,0.449,0.379,1.26915824676246e-07,"4","ENSG00000198744"
1.7677059594556e-11,1.56834486465842,0.442,0.354,1.98212869233756e-07,"4","ENSG00000198786"
2.67831567575949e-10,0.87147264575221,0.425,0.317,3.00319536722911e-06,"4","ENSG00000067066"
1.97513714009805e-09,1.23694431366653,0.426,0.368,2.21472127519194e-05,"4","ENSG00000229344"
2.61841799496661e-09,1.22246569961993,0.487,0.456,2.93603209775607e-05,"4","ENSG00000237973"
2.68103843029855e-08,1.49227010193633,0.275,0.194,0.000300624839189376,"4","ENSG00000212907"
1.34271362876293e-07,0.582671022779172,0.81,0.761,0.00150558479193187,"4","ENSG00000245532"
3.30167757828857e-06,0.315105439383345,0.486,0.605,0.0370217106853498,"4","ENSG00000161791"
3.39898079338006e-06,1.19766625530261,0.31,0.258,0.0381127716361706,"4","ENSG00000267541"
4.78904514134655e-06,1.08228817409766,0.339,0.271,0.0536995631699188,"4","ENSG00000132424"
0.000192282142652702,1.08547169198849,0.251,0.21,1,"4","ENSG00000262902"
0.000945919943248602,0.913806661259681,0.304,0.257,1,"4","ENSG00000139679"
0.00686141733631846,0.330504027494054,0.364,0.419,1,"4","ENSG00000079215"
0,3.30364325529303,0.998,0.326,0,"5","ENSG00000147454"
8.945660793301e-07,0.38192282743924,0.665,0.603,0.0100307694475284,"5","ENSG00000170542"
5.02950846416519e-06,0.805644172758179,0.358,0.279,0.0563958784086843,"5","ENSG00000081237"
3.30422864866967e-05,0.487948782385617,0.393,0.316,0.370503158375331,"5","ENSG00000147996"
9.90006341826619e-05,0.296226973872212,0.685,0.646,1,"5","ENSG00000117115"
0.000121954337738851,0.407863124481091,0.375,0.302,1,"5","ENSG00000215126"
0.000505860513498563,0.30375322702454,0.573,0.527,1,"5","ENSG00000004534"
0.00132047112412033,0.568642077654875,0.335,0.29,1,"5","ENSG00000198625"
0.00132418295961333,0.375087380530686,0.369,0.313,1,"5","ENSG00000196873"
0.00271724030927794,0.41055830741879,0.315,0.263,1,"5","ENSG00000107099"
0.00282753106393696,0.490682519309059,0.318,0.266,1,"5","ENSG00000136682"
0.00300193665491899,0.444167277565253,0.355,0.3,1,"5","ENSG00000172785"
0.00342299583028705,0.345372356860943,0.482,0.45,1,"5","ENSG00000112308"
0.00404952032316784,0.267943785726585,0.34,0.29,1,"5","ENSG00000013441"
0.00484502747418116,0.297673652775144,0.304,0.252,1,"5","ENSG00000185787"
0.00579466016309115,0.486902094690786,0.295,0.246,1,"5","ENSG00000110880"
1.0854220998021e-90,3.38864492568147,0.992,0.363,1.2170838005081e-86,"6","ENSG00000229344"
3.05832474576778e-85,3.20060513935032,1,0.509,3.42929953742941e-81,"6","ENSG00000198712"
1.81214543640991e-80,3.63273803425176,0.864,0.252,2.03195867784643e-76,"6","ENSG00000267541"
5.02327959216686e-25,0.874104331816909,1,0.999,5.6326034066967e-21,"6","ENSG00000251562"
1.24367547663006e-20,0.94725394543078,1,0.968,1.39453331194529e-16,"6","ENSG00000210082"
8.72786714552193e-09,0.913868480339474,0.872,0.82,9.78655743027374e-05,"6","ENSG00000269028"
2.35767843136519e-08,1.23340740215188,0.704,0.555,0.000264366482508978,"6","ENSG00000163359"
4.96266276954733e-08,1.11100366352358,0.728,0.638,0.000556463376349342,"6","ENSG00000198886"
4.97120034524454e-07,0.832549374862485,0.736,0.639,0.00557420694712271,"6","ENSG00000255823"
6.6018443312087e-07,1.12686084396138,0.616,0.476,0.00740264804858432,"6","ENSG00000166923"
3.68862449742743e-05,0.668463905704099,0.8,0.699,0.413605464896538,"6","ENSG00000280800"
3.89407928494302e-05,0.683680791668445,0.784,0.699,0.436643110220661,"6","ENSG00000280614"
9.44869137462361e-05,0.805142243523354,0.848,0.766,1,"6","ENSG00000245532"
0.000230624958353794,0.636070372013024,0.784,0.704,1,"6","ENSG00000281181"
0.000305747735165667,0.611973019334788,0.776,0.703,1,"6","ENSG00000281383"
0.000886208956971425,0.798266278816227,0.72,0.628,1,"6","ENSG00000119772"
0.000921184084459565,0.341283837864134,0.544,0.388,1,"6","ENSG00000147010"
0.00123860485845425,0.554425624675605,0.392,0.569,1,"6","ENSG00000148180"
0.00187715162179217,0.736584844699098,0.328,0.21,1,"6","ENSG00000149311"
0.00234739540403547,0.276488755639409,0.312,0.455,1,"6","ENSG00000112308"
0.00483041945107075,0.745542624341625,0.432,0.329,1,"6","ENSG00000067066"
0.00726975410118844,0.802089963509516,0.472,0.39,1,"6","ENSG00000089335"
0.00746756363382592,1.09043484675021,0.544,0.554,1,"6","ENSG00000198938"
