"filename","full_path","GSM_ID","donor_ID","condition","sample_ID","seq_ID"
"GSM4403105_2018-018_CTR_2-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403105_2018-018_CTR_2-2_S2_completeCounts.txt","GSM4403105","2018-018","CTR","2-2","S2"
"GSM4403106_2018-018_CTR_2-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403106_2018-018_CTR_2-3_S3_completeCounts.txt","GSM4403106","2018-018","CTR","2-3","S3"
"GSM4403107_2018-018_CTR_2-4_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403107_2018-018_CTR_2-4_S4_completeCounts.txt","GSM4403107","2018-018","CTR","2-4","S4"
"GSM4403108_2018-077_AD_20-1_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403108_2018-077_AD_20-1_S5_completeCounts.txt","GSM4403108","2018-077","AD","20-1","S5"
"GSM4403112_2018-021_CTR_12-1_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403112_2018-021_CTR_12-1_S1_completeCounts.txt","GSM4403112","2018-021","CTR","12-1","S1"
"GSM4403113_2018-021_CTR_12-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403113_2018-021_CTR_12-2_S2_completeCounts.txt","GSM4403113","2018-021","CTR","12-2","S2"
"GSM4403114_2018-021_CTR_12-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403114_2018-021_CTR_12-3_S3_completeCounts.txt","GSM4403114","2018-021","CTR","12-3","S3"
"GSM4403115_2018-021_CTR_12-4_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403115_2018-021_CTR_12-4_S4_completeCounts.txt","GSM4403115","2018-021","CTR","12-4","S4"
"GSM4403120_2018-064_CTR_13-1_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403120_2018-064_CTR_13-1_S1_completeCounts.txt","GSM4403120","2018-064","CTR","13-1","S1"
"GSM4403121_2018-064_CTR_13-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403121_2018-064_CTR_13-2_S2_completeCounts.txt","GSM4403121","2018-064","CTR","13-2","S2"
"GSM4403122_2018-064_CTR_13-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403122_2018-064_CTR_13-3_S3_completeCounts.txt","GSM4403122","2018-064","CTR","13-3","S3"
"GSM4403123_2018-064_CTR_13-4_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403123_2018-064_CTR_13-4_S4_completeCounts.txt","GSM4403123","2018-064","CTR","13-4","S4"
"GSM4403129_2018-064_CTR_14-1_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403129_2018-064_CTR_14-1_S2_completeCounts.txt","GSM4403129","2018-064","CTR","14-1","S2"
"GSM4403130_2018-090_CTR_26-1_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403130_2018-090_CTR_26-1_S3_completeCounts.txt","GSM4403130","2018-090","CTR","26-1","S3"
"GSM4403131_iB6399-BA7_AD_24-2_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403131_iB6399-BA7_AD_24-2_S4_completeCounts.txt","GSM4403131","iB6399-BA7","AD","24-2","S4"
"GSM4403132_iB6408-BA7_CTR_33-3_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403132_iB6408-BA7_CTR_33-3_S5_completeCounts.txt","GSM4403132","iB6408-BA7","CTR","33-3","S5"
"GSM4403135_2018-105_CTR_40-3_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403135_2018-105_CTR_40-3_S8_completeCounts.txt","GSM4403135","2018-105","CTR","40-3","S8"
"GSM4403136_2018-112_CTR_44-2_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403136_2018-112_CTR_44-2_S9_completeCounts.txt","GSM4403136","2018-112","CTR","44-2","S9"
"GSM4403137_2018-018_CTR_11-4.2_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403137_2018-018_CTR_11-4.2_S10_completeCounts.txt","GSM4403137","2018-018","CTR","11-4.2","S10"
"GSM4403138_2018-064_CTR_14-2_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403138_2018-064_CTR_14-2_S1_completeCounts.txt","GSM4403138","2018-064","CTR","14-2","S1"
"GSM4403139_2018-090_CTR_26-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403139_2018-090_CTR_26-2_S2_completeCounts.txt","GSM4403139","2018-090","CTR","26-2","S2"
"GSM4403140_iB6399-BA7_AD_24-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403140_iB6399-BA7_AD_24-3_S3_completeCounts.txt","GSM4403140","iB6399-BA7","AD","24-3","S3"
"GSM4403141_iB6408-BA7_CTR_33-4_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403141_iB6408-BA7_CTR_33-4_S4_completeCounts.txt","GSM4403141","iB6408-BA7","CTR","33-4","S4"
"GSM4403144_2018-105_CTR_40-4_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403144_2018-105_CTR_40-4_S7_completeCounts.txt","GSM4403144","2018-105","CTR","40-4","S7"
"GSM4403145_2018-112_CTR_44-1_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403145_2018-112_CTR_44-1_S8_completeCounts.txt","GSM4403145","2018-112","CTR","44-1","S8"
"GSM4403146_iB6399-BA7_AD_30-4_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403146_iB6399-BA7_AD_30-4_S9_completeCounts.txt","GSM4403146","iB6399-BA7","AD","30-4","S9"
"GSM4403148_2018-064_CTR_14-3_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403148_2018-064_CTR_14-3_S1_completeCounts.txt","GSM4403148","2018-064","CTR","14-3","S1"
"GSM4403149_2018-090_CTR_26-3_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403149_2018-090_CTR_26-3_S2_completeCounts.txt","GSM4403149","2018-090","CTR","26-3","S2"
"GSM4403150_iB6399-BA7_AD_24-4_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403150_iB6399-BA7_AD_24-4_S3_completeCounts.txt","GSM4403150","iB6399-BA7","AD","24-4","S3"
"GSM4403151_iB6408-BA7_CTR_35-1_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403151_iB6408-BA7_CTR_35-1_S4_completeCounts.txt","GSM4403151","iB6408-BA7","CTR","35-1","S4"
"GSM4403154_2018-105_CTR_41-1_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403154_2018-105_CTR_41-1_S7_completeCounts.txt","GSM4403154","2018-105","CTR","41-1","S7"
"GSM4403155_2018-112_CTR_44-3_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403155_2018-112_CTR_44-3_S8_completeCounts.txt","GSM4403155","2018-112","CTR","44-3","S8"
"GSM4403156_iB6399-BA7_AD_30-2_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403156_iB6399-BA7_AD_30-2_S9_completeCounts.txt","GSM4403156","iB6399-BA7","AD","30-2","S9"
"GSM4403158_2018-105_CTR_39-4_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403158_2018-105_CTR_39-4_S1_completeCounts.txt","GSM4403158","2018-105","CTR","39-4","S1"
"GSM4403159_2018-105_CTR_40-1_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403159_2018-105_CTR_40-1_S7_completeCounts.txt","GSM4403159","2018-105","CTR","40-1","S7"
"GSM4403160_2018-105_CTR_41-4_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403160_2018-105_CTR_41-4_S2_completeCounts.txt","GSM4403160","2018-105","CTR","41-4","S2"
"GSM4403163_iB6399-BA7_AD_27-2_S6_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403163_iB6399-BA7_AD_27-2_S6_completeCounts.txt","GSM4403163","iB6399-BA7","AD","27-2","S6"
"GSM4403164_iB6399-BA7_AD_30-3_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403164_iB6399-BA7_AD_30-3_S8_completeCounts.txt","GSM4403164","iB6399-BA7","AD","30-3","S8"
"GSM4403166_iB6408-BA7_CTR_35-3_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403166_iB6408-BA7_CTR_35-3_S5_completeCounts.txt","GSM4403166","iB6408-BA7","CTR","35-3","S5"
"GSM4403167_iB6408-BA7_CTR_37-1_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403167_iB6408-BA7_CTR_37-1_S10_completeCounts.txt","GSM4403167","iB6408-BA7","CTR","37-1","S10"
"GSM4403168_2018-064_CTR_14-4_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403168_2018-064_CTR_14-4_S1_completeCounts.txt","GSM4403168","2018-064","CTR","14-4","S1"
"GSM4403169_2018-090_CTR_26-4_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403169_2018-090_CTR_26-4_S2_completeCounts.txt","GSM4403169","2018-090","CTR","26-4","S2"
"GSM4403170_2018-105_CTR_41-2_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403170_2018-105_CTR_41-2_S7_completeCounts.txt","GSM4403170","2018-105","CTR","41-2","S7"
"GSM4403171_2018-112_CTR_43-1_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403171_2018-112_CTR_43-1_S3_completeCounts.txt","GSM4403171","2018-112","CTR","43-1","S3"
"GSM4403172_2018-112_CTR_44-4_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403172_2018-112_CTR_44-4_S8_completeCounts.txt","GSM4403172","2018-112","CTR","44-4","S8"
"GSM4403175_iB6399-BA7_AD_24-1_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403175_iB6399-BA7_AD_24-1_S9_completeCounts.txt","GSM4403175","iB6399-BA7","AD","24-1","S9"
"GSM4403177_iB6408-BA7_CTR_35-2_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403177_iB6408-BA7_CTR_35-2_S4_completeCounts.txt","GSM4403177","iB6408-BA7","CTR","35-2","S4"
"GSM4403178_2018-090_CTR_29-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403178_2018-090_CTR_29-2_S2_completeCounts.txt","GSM4403178","2018-090","CTR","29-2","S2"
"GSM4403179_iB6408-BA7_CTR_37-2_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403179_iB6408-BA7_CTR_37-2_S3_completeCounts.txt","GSM4403179","iB6408-BA7","CTR","37-2","S3"
"GSM4403180_2018-105_CTR_39-2_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403180_2018-105_CTR_39-2_S5_completeCounts.txt","GSM4403180","2018-105","CTR","39-2","S5"
"GSM4403181_2018-112_CTR_42-4_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403181_2018-112_CTR_42-4_S9_completeCounts.txt","GSM4403181","2018-112","CTR","42-4","S9"
"GSM4403183_iB6399-BA7_AD_27-4_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403183_iB6399-BA7_AD_27-4_S7_completeCounts.txt","GSM4403183","iB6399-BA7","AD","27-4","S7"
"GSM4403185_iB6399-BA7_AD_30-3.2_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403185_iB6399-BA7_AD_30-3.2_S10_completeCounts.txt","GSM4403185","iB6399-BA7","AD","30-3.2","S10"
"GSM4403186_iB6408-BA7_CTR_37-4_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403186_iB6408-BA7_CTR_37-4_S10_completeCounts.txt","GSM4403186","iB6408-BA7","CTR","37-4","S10"
"GSM4403187_iB6399-BA7_AD_30-1_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403187_iB6399-BA7_AD_30-1_S7_completeCounts.txt","GSM4403187","iB6399-BA7","AD","30-1","S7"
"GSM4403188_2018-112_CTR_42-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403188_2018-112_CTR_42-2_S2_completeCounts.txt","GSM4403188","2018-112","CTR","42-2","S2"
"GSM4403189_2018-105_CTR_39-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403189_2018-105_CTR_39-3_S3_completeCounts.txt","GSM4403189","2018-105","CTR","39-3","S3"
"GSM4403190_2018-090_CTR_29-4_S6_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403190_2018-090_CTR_29-4_S6_completeCounts.txt","GSM4403190","2018-090","CTR","29-4","S6"
"GSM4403191_2018-112_CTR_43-3_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403191_2018-112_CTR_43-3_S5_completeCounts.txt","GSM4403191","2018-112","CTR","43-3","S5"
"GSM4403192_2018-105_CTR_41-3_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403192_2018-105_CTR_41-3_S9_completeCounts.txt","GSM4403192","2018-105","CTR","41-3","S9"
"GSM4403193_2018-090_CTR_32-2_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403193_2018-090_CTR_32-2_S8_completeCounts.txt","GSM4403193","2018-090","CTR","32-2","S8"
"GSM4403194_iB6408-BA7_CTR_33-1_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403194_iB6408-BA7_CTR_33-1_S1_completeCounts.txt","GSM4403194","iB6408-BA7","CTR","33-1","S1"
"GSM4403196_2018-105_CTR_39-1_S1_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403196_2018-105_CTR_39-1_S1_completeCounts.txt","GSM4403196","2018-105","CTR","39-1","S1"
"GSM4403197_2018-120_CTR_45-2_S2_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403197_2018-120_CTR_45-2_S2_completeCounts.txt","GSM4403197","2018-120","CTR","45-2","S2"
"GSM4403198_2018-112_CTR_42-3_S3_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403198_2018-112_CTR_42-3_S3_completeCounts.txt","GSM4403198","2018-112","CTR","42-3","S3"
"GSM4403199_iB6399-BA7_AD_27-1_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403199_iB6399-BA7_AD_27-1_S4_completeCounts.txt","GSM4403199","iB6399-BA7","AD","27-1","S4"
"GSM4403200_iB6399-BA7_AD_27-2.2_S5_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403200_iB6399-BA7_AD_27-2.2_S5_completeCounts.txt","GSM4403200","iB6399-BA7","AD","27-2.2","S5"
"GSM4403201_2018-090_CTR_29-3_S6_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403201_2018-090_CTR_29-3_S6_completeCounts.txt","GSM4403201","2018-090","CTR","29-3","S6"
"GSM4403202_iB6408-BA7_CTR_35-4_S7_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403202_iB6408-BA7_CTR_35-4_S7_completeCounts.txt","GSM4403202","iB6408-BA7","CTR","35-4","S7"
"GSM4403203_2018-090_CTR_32-1_S8_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403203_2018-090_CTR_32-1_S8_completeCounts.txt","GSM4403203","2018-090","CTR","32-1","S8"
"GSM4403204_iB6399-BA7_AD_30-3.3_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403204_iB6399-BA7_AD_30-3.3_S9_completeCounts.txt","GSM4403204","iB6399-BA7","AD","30-3.3","S9"
"GSM4403205_2018-090_CTR_32-4_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403205_2018-090_CTR_32-4_S10_completeCounts.txt","GSM4403205","2018-090","CTR","32-4","S10"
"GSM4403206_2018-064_CTR_15-2.2_S9_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403206_2018-064_CTR_15-2.2_S9_completeCounts.txt","GSM4403206","2018-064","CTR","15-2.2","S9"
"GSM4403207_2018-021_CTR_5-4.2_S4_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403207_2018-021_CTR_5-4.2_S4_completeCounts.txt","GSM4403207","2018-021","CTR","5-4.2","S4"
"GSM4403208_iB6408-BA7_CTR_37-3_S10_completeCounts.txt","F:/R_project/data/GSE146639_RAW/GSM4403208_iB6408-BA7_CTR_37-3_S10_completeCounts.txt","GSM4403208","iB6408-BA7","CTR","37-3","S10"
